base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_baseline,process_energy_daily,process_energy_entropy,process_energy_irregular,process_energy_weekly,process_fusion_after_future_decode,process_future_variance_baseline,process_future_variance_daily,process_future_variance_irregular,process_future_variance_weekly,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_entropy,sensor_group_irregular_high_variability_process_0,sensor_group_irregular_high_variability_process_1,sensor_group_irregular_high_variability_process_2,sensor_group_irregular_high_variability_process_3,sensor_group_low_activity_process_0,sensor_group_low_activity_process_1,sensor_group_low_activity_process_2,sensor_group_low_activity_process_3,sensor_group_mass_irregular_high_variability,sensor_group_mass_low_activity,sensor_group_mass_strongly_periodic,sensor_group_prior_kl,sensor_group_strongly_periodic_process_0,sensor_group_strongly_periodic_process_1,sensor_group_strongly_periodic_process_2,sensor_group_strongly_periodic_process_3,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,0.1604903486489396,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.3046166712156264,,,0.1604903486489396,
,,0.1496186528935747,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.2576457016693894,,,0.1496186528935747,
0.15483946468157228,0.1410559448002531,,0.024119023984326304,0.5917067660484463,0.4082932321471162,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1,0.0,2.8787841796875,0.0035689858582372835,0.05618984964530682,0.13105059030931443,0.9654704655986279,0.03452953414671356,0.24781440272636246,0.7856534916209057,0.14857367315562442,0.10016441624611616,0.15360049798619002,-0.007750614313408732,0.8766584908589721,0.011923284397198586,-0.003971774564377029,1.0243920383509248,0.15285076695727184,4.0,4.3158431221306863e-16,1.0,1.2230260987157331e-14,1.1534275680947052e-16,1.170147795814255e-16,1.0,9.999996827131374e-09,0.8766584374243394,9.999996827131374e-09,9.999996827131374e-09,0.05858600475039566,-0.39662673650309443,1.8741223674733192,2.211775789037347,0.0,0.0,0.7351774972630665,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.35514109331415966,0.01869219225773122,0.6261666726786643,-3.981779398126023e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.0842181995176361,extension,1.0009741764515638,0.00038731362949517845,0.15855678581283428,,0.22880084599620043,0.1410559448002531,0.1363841875875854,0.12873174351989292
0.1548394637356978,0.13967254818744335,,0.03203842055881978,0.6567316006403416,0.3432683976716362,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2,0.0,2.8787841796875,0.003830426622698724,0.0577953087122296,0.1395296648843214,0.9352113590575755,0.0647886401420692,0.24178185938944807,0.654394876328297,0.2395552127272822,0.09938168054213747,0.15240837777673732,-0.01524835464078933,0.9135895814979449,0.012015982081720722,-0.0025527655714085995,1.0323599224211648,0.1608083676546812,4.0,3.927122274457169e-16,1.0,1.1215304224639731e-14,1.103071940825403e-16,1.05823661530185e-16,1.0,9.999997109891301e-09,0.9135895386571065,9.999997109891301e-09,9.999997109891301e-09,0.060445503862865735,-0.38421698298770934,1.9467206350527704,2.268268891144544,0.0,0.0,0.7351791596738622,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.3551421912852675,0.018692489593377104,0.6261652898974717,-3.531736298897914e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.07896083014202304,extension,0.9496586091117933,0.0022232226274354616,0.1572440146410372,,0.22818664532295352,0.13967254818744335,0.13016067282581884,0.12876994750695303
0.1548394632700365,0.1389692268308862,,0.03167162313548033,0.6681979863205925,0.33180201367940754,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,3,0.0,2.8787841796875,0.004229167882385809,0.06219821576814866,0.14442148944362998,0.8989583300426602,0.10104167227109428,0.22310501637184643,0.5284837446524762,0.32683016028022394,0.09930244757561013,0.15119410397892352,-0.023245224030688405,0.9335303956177086,0.01189455876192369,-0.0032799850696108024,1.0351421497762203,0.16507664509117603,4.0,3.4940518606191285e-16,1.0,1.0079712208383825e-14,1.0436626594175126e-16,9.342396353442337e-17,1.0,9.99999700927734e-09,0.9335303535917774,9.99999700927734e-09,9.99999700927734e-09,0.06334872264415026,-0.36646939016645774,1.9498145701363683,2.247517818119377,0.0,0.0,0.7351816684240475,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.35514571284875274,0.018692634541366715,0.6261616193223745,-3.594778759385964e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.07504086007247679,extension,0.9126964586321265,0.005417422312348208,0.15565620407869574,,0.22817619757158775,0.1389692268308862,0.11197305862030286,0.13340502156643197
0.1548394638521131,0.137543878038683,,0.03358009868679801,0.6704248796449974,0.32957512309076265,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,4,0.0,2.8787841796875,0.004888972453045426,0.06943226919247536,0.14248572697397321,0.8670760467648506,0.13292395279859193,0.2088707848888589,0.4349948683520779,0.3916317119146697,0.09838761331047863,0.1496221106062876,-0.033662326517514884,0.924691375461407,0.011439322337537305,-0.00208891443446646,1.0421364451758564,0.16985868025221862,4.0,3.3091954930909387e-16,1.0,9.616329823864506e-15,1.0376043375586208e-16,8.735988307675152e-17,1.0,9.99999690519393e-09,0.9246913249371573,9.99999690519393e-09,9.99999690519393e-09,0.06851585232652724,-0.34146898207836784,1.9373812824487686,2.199002201203257,0.0,0.0,0.7351836636662483,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.3551482413895428,0.018692795136303175,0.6261589312925935,-3.5837174408581696e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.07224988564121304,extension,0.8862914241617545,0.01133221294003306,0.15379952613147907,,0.2267246065605219,0.137543878038683,0.10198345456516715,0.1362785817909753
0.15483946343010757,0.13683684064509258,,0.037614348981151124,0.6743768354644999,0.3256231643608771,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,5,0.0,2.8787841796875,0.006166429398035689,0.08399091826868244,0.13813386124093086,0.8471071613021195,0.15289283709716983,0.2060918752267753,0.38344771694391966,0.42736147524556145,0.09938421688275412,0.147864508049679,-0.0450137376319617,0.9041427043266594,0.01093770806255634,-0.0023580241698937243,1.047767576877959,0.17404730548150837,4.0,2.961447416561717e-16,1.0,8.715697169375351e-15,9.949684457342733e-17,7.750580703035276e-17,1.0,9.99999697458287e-09,0.904142668703571,9.99999697458287e-09,9.99999697458287e-09,0.07408826352912001,-0.28362330101663247,1.8590884217992425,2.050680220592767,0.0,0.0,0.7351855826564133,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.3551493690465577,0.018693159701797413,0.6261574397794902,-3.5750431622016965e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.0707599231027416,extension,0.8726742705330253,0.01794324018555926,0.151986345401383,,0.22639221722545735,0.13683684064509258,0.10338810972522576,0.13643295768997632
0.1548394640267361,0.13683684064509258,,0.042122875289351214,0.6796695233788341,0.3203304780763574,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,6,0.0,2.8787841796875,0.007285450358722301,0.09592912755033467,0.1344908591127023,0.8270829304819927,0.17291706879041158,0.20395451421700272,0.3359514275798574,0.4602833945536986,0.10137648234376684,0.145937696841429,-0.05754260206595063,0.8857687141280621,0.010567934052232886,-0.0030364596581478054,1.0534011459676549,0.17876830711611547,4.0,2.604893431140258e-16,1.0,7.758654865184333e-15,9.286522601075519e-17,6.78380488803629e-17,1.0,9.999996971113423e-09,0.8857686651172116,9.999996971113423e-09,9.999996971113423e-09,0.07989335610182025,-0.23497612358187325,1.762096708174795,1.8932386138476431,0.0,0.0,0.7351918999338523,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.3551564728259109,0.018693811798584647,0.6261496826773509,-3.5163211516142656e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.06923740549245849,extension,0.8609429716598243,0.02394086413187324,0.15001678689441178,,0.2269981318421329,0.1379668032598974,0.10526463032723161,0.13664543195045553
0.1548394637502497,0.13633989961801743,,0.045616798641276546,0.6849993607029319,0.31500064220745116,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7,0.0,2.8787841796875,0.00850018073379033,0.10835146917088423,0.130292474408634,0.8135872759157792,0.1864127230073791,0.20221760925051058,0.30630386364646256,0.48083352018147707,0.10302381525980309,0.14422085275873542,-0.068548534065485,0.8650207029422745,0.010236143398287822,-0.0023171154329020283,1.0593301511835307,0.18231175997061655,4.0,2.380322606336431e-16,1.0,7.167223108661902e-15,8.917959322143704e-17,6.187382101980986e-17,1.0,9.999996811518863e-09,0.8650206557940692,9.999996811518863e-09,9.999996811518863e-09,0.08564730786019936,-0.18440010445920052,1.6968118119984865,1.7657088041305542,0.0,0.0,0.7351930371951312,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.3551572927390225,0.018694003410928417,0.6261486686998978,-3.5254569520637435e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.06801749273290625,extension,0.8500452775042504,0.029855805903935106,0.1482652049890021,,0.22611209775964955,0.13633989961801743,0.10455292146131494,0.1366949608491268
0.15483946439053398,0.1348116942118839,,0.0487606344759115,0.688881621346809,0.31111837865319103,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,8,0.0,2.8787841796875,0.009277425003347162,0.11553393346548546,0.12685017252806574,0.8001212605740875,0.19987873992067762,0.20066698611299216,0.27864683576626703,0.5000039108563215,0.10434155445545912,0.14233169906947296,-0.08078285632655025,0.8476346640381962,0.00997064242255874,-0.002029119686426384,1.0640176872257143,0.18586559034883976,4.0,2.205869638707508e-16,1.0,6.6989274408760425e-15,8.580742358839906e-17,5.72690100507013e-17,1.0,9.999996986725934e-09,0.8476346246898174,9.999996986725934e-09,9.999996986725934e-09,0.09109681491099764,-0.15520604503944924,1.640326373046264,1.6689244594890624,0.0,0.0,0.735196445370093,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.3551588853588328,0.01869471477039042,0.6261463690316305,-3.496332696972804e-08,1.0,2.061153470123145e-09,2.061153470123145e-09,2.061153470123145e-09,0.0667195119385724,extension,0.839247626834549,0.035511144931660965,0.14634503857814707,,0.22529383999701394,0.1348116942118839,0.10004825926504661,0.13710495589475613
