clustered_ci95_high,clustered_ci95_low,contrast_plus_minus,dataset,effect,interpretation,metric,paired_dataset_horizon_seed_cells
0.0001338882960372961,-0.00289249909455992,-0.0013493535537172144,ALL,scale_x_bank,negative contrast favors the +1 level(s),mae,84
-0.001191725526512882,-0.001191725526512882,-0.001191725526512882,ETTh1,scale_x_bank,negative contrast favors the +1 level(s),mae,12
-0.0015717751001018607,-0.0015717751001018607,-0.0015717751001018607,ETTh2,scale_x_bank,negative contrast favors the +1 level(s),mae,12
-0.0003180396443354695,-0.0003180396443354695,-0.0003180396443354695,ETTm1,scale_x_bank,negative contrast favors the +1 level(s),mae,12
0.0018760304613158671,0.0018760304613158671,0.0018760304613158671,ETTm2,scale_x_bank,negative contrast favors the +1 level(s),mae,12
-9.740707301754703e-05,-9.740707301754703e-05,-9.740707301754703e-05,Weather,scale_x_bank,negative contrast favors the +1 level(s),mae,12
-0.005058856925547979,-0.005058856925547979,-0.005058856925547979,Electricity,scale_x_bank,negative contrast favors the +1 level(s),mae,12
-0.00308370106782063,-0.00308370106782063,-0.00308370106782063,Traffic,scale_x_bank,negative contrast favors the +1 level(s),mae,12
0.0019166635142010401,9.790321606855232e-05,0.0009470866255468124,ALL,scale_x_continuation,negative contrast favors the +1 level(s),mae,84
0.0006862717077864856,0.0006862717077864856,0.0006862717077864856,ETTh1,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
-0.0005459371770261135,-0.0005459371770261135,-0.0005459371770261135,ETTh2,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
0.00016677969553729904,0.00016677969553729904,0.00016677969553729904,ETTm1,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0005016472616816448,0.0005016472616816448,0.0005016472616816448,ETTm2,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
0.00011893687771091152,0.00011893687771091152,0.00011893687771091152,Weather,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
0.003015486483600463,0.003015486483600463,0.003015486483600463,Electricity,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0026864215295369968,0.0026864215295369968,0.0026864215295369968,Traffic,scale_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0008906566282962431,-0.0006185952912595881,0.00011592364322858168,ALL,bank_x_continuation,negative contrast favors the +1 level(s),mae,84
0.00012839852262285534,0.00012839852262285534,0.00012839852262285534,ETTh1,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0006064650922186441,0.0006064650922186441,0.0006064650922186441,ETTh2,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
