base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,continuation_process_weight_4,continuation_process_weight_5,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_entropy,process_energy_humidity,process_energy_precipitation,process_energy_slow_state,process_energy_solar_daily,process_energy_thermodynamic,process_energy_wind,process_fusion_after_future_decode,process_future_variance_humidity,process_future_variance_precipitation,process_future_variance_slow_state,process_future_variance_solar_daily,process_future_variance_thermodynamic,process_future_variance_wind,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_atmospheric_composition_process_0,sensor_group_atmospheric_composition_process_1,sensor_group_atmospheric_composition_process_2,sensor_group_atmospheric_composition_process_3,sensor_group_atmospheric_composition_process_4,sensor_group_atmospheric_composition_process_5,sensor_group_entropy,sensor_group_humidity_process_0,sensor_group_humidity_process_1,sensor_group_humidity_process_2,sensor_group_humidity_process_3,sensor_group_humidity_process_4,sensor_group_humidity_process_5,sensor_group_mass_atmospheric_composition,sensor_group_mass_humidity,sensor_group_mass_precipitation,sensor_group_mass_pressure_density,sensor_group_mass_radiation,sensor_group_mass_thermodynamic,sensor_group_mass_wind,sensor_group_precipitation_process_0,sensor_group_precipitation_process_1,sensor_group_precipitation_process_2,sensor_group_precipitation_process_3,sensor_group_precipitation_process_4,sensor_group_precipitation_process_5,sensor_group_pressure_density_process_0,sensor_group_pressure_density_process_1,sensor_group_pressure_density_process_2,sensor_group_pressure_density_process_3,sensor_group_pressure_density_process_4,sensor_group_pressure_density_process_5,sensor_group_prior_kl,sensor_group_radiation_process_0,sensor_group_radiation_process_1,sensor_group_radiation_process_2,sensor_group_radiation_process_3,sensor_group_radiation_process_4,sensor_group_radiation_process_5,sensor_group_thermodynamic_process_0,sensor_group_thermodynamic_process_1,sensor_group_thermodynamic_process_2,sensor_group_thermodynamic_process_3,sensor_group_thermodynamic_process_4,sensor_group_thermodynamic_process_5,sensor_group_wind_process_0,sensor_group_wind_process_1,sensor_group_wind_process_2,sensor_group_wind_process_3,sensor_group_wind_process_4,sensor_group_wind_process_5,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,0.5991146943221489,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.6327035648282617,,,0.5991146943221489,
,,0.5602029946943125,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.5773542560636997,,,0.5602029946943125,
0.4344134215498343,0.47885856174287345,,0.029295994348103704,0.7540323291905224,0.24596767080947757,1.7663825768977404,0.0366111476660228,0.21113514294847846,0.14220126863801852,0.157175725849811,0.19638382585253567,0.14684469380881637,0.14625934057403356,0.0012696529757327824,0.002808493888526442,0.5707753735623555,0.018112098245183006,0.5739651143211946,1,0.0,2.8319168612360954,0.0025080476780203753,0.04493796671158634,0.1318750757491216,0.9742781184613705,0.025721881946083158,0.5349065682385117,0.8281883313320577,0.11909076879965141,0.10410126450005919,0.4333073567831889,-0.002925383858382702,0.663558148778975,0.11941784247756004,-0.027962348680375726,0.8669054745696485,0.1990592870861292,6.0,1.5217985045164824,0.05420283286366612,0.2580050169490278,0.08275098371086642,0.36991815781220794,0.06297635223018005,0.17214665620122105,1.0,0.15711128455586731,0.15036913473159075,0.12420226412359625,0.15073710156138986,0.1399449900491163,0.15043857716955245,0.05342111270874739,-0.6617918284609914,0.5527514161076397,1.1588378609158099,0.0,0.0,0.16885896516032517,0.17272978788241744,0.17209761322010309,0.15858273906633258,0.15542286331765354,0.1723080340307206,0.0,0.17186308396048844,0.17260089924093336,0.17253539548255503,0.15523484372533858,0.15516722667962313,0.17259854648727924,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.17108033236581832,0.17202962865121663,0.17175296158529818,0.1579507066635415,0.15497865108773112,0.17220771894790232,0.17149604891892523,0.17260227201040834,0.1721714548766613,0.1559892687946558,0.1551739723654464,0.172566982335411,0.0,0.16977411869447678,0.1726804031059146,0.17236933496315032,0.1577656918670982,0.15517591778188944,0.1722345344023779,0.17224207089748234,0.17263408657163382,0.17251325713004917,0.15490244305692613,0.15514981222804636,0.17255833186209202,0.17090578412171453,0.17234853410627693,0.17218347499147058,0.1571790163870901,0.15509578865021467,0.17228740267455578,0.11943631718168035,extension,2.9933737237006426,0.0022842699431513402,0.44455823849420995,,0.33126283480376795,0.47885856174287345,0.5203016350666682,0.1697632916038856
0.4344134230632335,0.4745234181641271,,0.08700555475661531,0.8394594341516495,0.16054056282155216,1.4068934926763177,0.5552442567422986,0.416919355513528,0.040585470298537984,0.07654591044411063,0.3314223764464259,0.08731232321588323,0.04721456041443162,0.002516040753107518,0.0062920996460889,0.9731761496514082,0.01820427404891234,0.9818577552214265,2,0.0,2.7770851254463196,0.002138610198016977,0.03847080950799864,0.14597861166112125,0.9544890220277011,0.045510979602113366,0.47544984496198595,0.7337118140421808,0.18457689962815493,0.11149211559677497,0.4300098157254979,-0.011300492100417614,0.6291576181538403,0.11688921763561666,-0.025729705966568872,0.9191313562914729,0.2565081303473562,6.0,1.4920982820913196,0.05706003861268982,0.2244000299833715,0.07856610172893852,0.41417877096682787,0.05817789037246257,0.16761716804467142,1.0,0.1626915942179039,0.1257322136661969,0.12907490599900484,0.14757163543254137,0.1453566907439381,0.13568945578299463,0.05293625584454276,-0.6613525846041739,0.2416478784289211,0.8459881767630577,0.0,0.0,0.16776190476957709,0.1810525944456458,0.1755007110768929,0.1551732908701524,0.13918808056041598,0.1813234176952392,0.0,0.1731915483251214,0.18265476950909942,0.18226579180918634,0.14363364782184362,0.1349809563253075,0.1832732780603692,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.17631448130123317,0.17952047917060554,0.17698330897837877,0.15094452956691384,0.1361308079212904,0.1801063943421468,0.17305785871576518,0.18186536221764982,0.17799824418034405,0.14697392820380628,0.13684480101801455,0.18325980880763382,0.0,0.17213131638709456,0.1820662310346961,0.17785456939600408,0.14953233301639557,0.1373060414334759,0.18110951187554747,0.1779876744840294,0.18320537393447012,0.18122486013453454,0.1375984449405223,0.1366264648968354,0.18335717963054776,0.17330382578074932,0.179790316731669,0.17550365603528917,0.15181919618044049,0.13788688241038471,0.1816961206495762,0.10277187399333343,extension,3.294638411141932,0.004076031538716052,0.43976045795716345,,0.32892528759739387,0.4745234181641271,0.3579988697383669,0.16950257495045662
0.43441341852303594,0.4745234181641271,,0.08436067245202139,0.8199182501994073,0.18008174619171768,1.2807737309485674,0.73719661263749,0.4503360418602824,0.022404223491321318,0.0469211287854705,0.3555865951348096,0.09571171272546053,0.029040296678431332,0.002076752572065743,0.005004507715057116,0.8432433311827481,0.01805523966322653,0.8594951000995934,3,0.0,2.743500202894211,0.0023108292662072927,0.038745286656194367,0.16827908356208354,0.9109302880242467,0.08906971596297808,0.20362397259941645,0.5693035237491131,0.298536044661887,0.11742017971118912,0.4275111194001511,-0.017908493522554636,0.6129040867090225,0.11549676122376695,-0.023287262376470608,0.9361047358252108,0.2746624358696863,6.0,1.4521826142445207,0.05437874695053324,0.1857943271752447,0.07556015910813585,0.4540730088483542,0.053089037726749666,0.17710471898317337,1.0,0.16032795049250126,0.10845457384129986,0.13173842011019588,0.15001831552945077,0.1462613734183833,0.13466988946311176,0.054558075295062736,-0.6391423540189862,0.09762729697104078,0.6780109237879515,0.0,0.0,0.1696083613205701,0.18048980948515236,0.16996828163973987,0.1583235707366839,0.13314861478284,0.18846136005595326,0.0,0.1739072996424511,0.19071082631126046,0.18496467161457986,0.13778700644616038,0.12016053294064477,0.19246966345235705,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.18212519900407642,0.18298620509449393,0.17769385618157685,0.1511784897884354,0.12282407283782959,0.1831921726698056,0.17621859803330153,0.18282379407901317,0.17040620150510222,0.15185536595527083,0.12504595099017024,0.19365008955355734,0.0,0.1716460493626073,0.18797838361933827,0.1784603401320055,0.1513713673921302,0.12465397827327251,0.18588988133706152,0.17740454280283302,0.19184007367584854,0.18562625593040138,0.12969225796405226,0.12314328999491408,0.19229357794392854,0.17654095264151692,0.18018821091391146,0.1722217439673841,0.15752099524252117,0.12739660684019327,0.1861314899288118,0.0933130981575232,extension,3.5185135090723634,0.004200651719656889,0.4316812274046242,,0.3290533224741618,0.47577869844815085,0.06538664045122762,0.19030176475644112
0.43441342061851174,0.4745234181641271,,0.08292140997946262,0.8244186798110604,0.17558131751138717,1.0787872122600675,1.0286015565507114,0.4660159719642252,0.00795756343359244,0.021141961435205303,0.4201910144183785,0.07377491029910743,0.010918581785517745,0.002605075904284604,0.00562148504468496,0.9339491492137313,0.017977321869693696,0.9531276016496122,4,0.0,2.720747321844101,0.002431113824059139,0.038171822467120364,0.18919259146787226,0.8763859821483493,0.12361401581438258,0.1051676314418728,0.462252015247941,0.37273849709890783,0.12280837667640299,0.42372863786295056,-0.028370097279548645,0.6034264285117388,0.1144909753347747,-0.023302479145513644,0.9558814358897507,0.2932545116636902,6.0,1.4286900535225868,0.0525255634856876,0.15919414110248908,0.07365048886276782,0.46884109056554735,0.049154155247379094,0.1966345626860857,1.0,0.1573506691493094,0.0972986543783918,0.1334478814387694,0.1494519350817427,0.14583846100140363,0.13815971720032394,0.05593028565635905,-0.6161826732568443,0.028665418358286843,0.582485327962786,0.0,0.0,0.17512703780084848,0.17552846507169306,0.16511584946420044,0.16328863438684493,0.1306322691962123,0.1903077494353056,0.0,0.17057446180842817,0.19782137509901077,0.18831408477853984,0.13267185352742672,0.11107977852225304,0.19953844521660358,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.18704272736795247,0.18390919652301818,0.17348497384227812,0.15485109307337552,0.11328533181222156,0.1874266773229465,0.17459714773576707,0.17911830602679402,0.16102290980052203,0.16439336899202317,0.11843115446390584,0.2024371133884415,0.0,0.17007567617110908,0.19162283139303327,0.17684570036362857,0.15320417133625597,0.11713045061333105,0.19112116540782154,0.17282881017308682,0.19816887949127704,0.18752267700619996,0.12529959599487484,0.11638550204224885,0.19979453971609473,0.18003989686258137,0.1789228996494785,0.170634163194336,0.1642325174761936,0.11952633276814595,0.18664419115521014,0.08703891671029851,extension,3.7944081695750356,0.006432478094211547,0.4258606587536633,,0.3290666483697437,0.4754406008770857,0.02861299620902476,0.21033310028724372
0.4344134205020964,0.4745234181641271,,0.09339715706300922,0.8011813601478934,0.19881863601040095,0.9768118313513696,1.1757209235802293,0.47390105621889234,0.003455169617154752,0.010795048598083667,0.44539055903442204,0.06162432537530549,0.004833840632272768,0.002903547801906825,0.006295179049629951,0.9691265928559005,0.01792336840298958,1.0932485177181661,5,0.0,2.711446136236191,0.002731068901994149,0.03956386528443545,0.20489223266486079,0.8400908289477229,0.15990916697774082,0.06513609124067443,0.367686107987538,0.438286590622738,0.12633343925699592,0.417683846433647,-0.04334921250119805,0.5979548175819218,0.1133246113313362,-0.020536594206760128,0.98897695960477,0.3239047632087022,6.0,1.3995855590328574,0.0488026094972156,0.13634248997550458,0.07216877565952018,0.48132150853052735,0.04533739760518074,0.2160272158216685,1.0,0.15213896764907986,0.08899902569828555,0.13333879224956036,0.15130502230022103,0.14270165096968412,0.1441389952087775,0.06055696911062114,-0.5939962682314217,-0.0011337840114720166,0.5192196615971625,0.0,0.0,0.18167131708469242,0.17129167646635324,0.16223222017288208,0.16579196555539966,0.12949502700939775,0.1895177954575047,0.0,0.1679947234224528,0.20076214929576963,0.1889867763966322,0.13171572773717344,0.10646909143542871,0.2040715265320614,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.19379632151685655,0.18262487009633332,0.16891757736448199,0.16002230113372207,0.10538553178776056,0.18925339786801487,0.17675380362197757,0.17306622746400535,0.15230549138505012,0.1741814820561558,0.11585649626795202,0.20783650199882686,0.0,0.1700652405852452,0.19446523441001773,0.1762245912104845,0.1549869964364916,0.10892653302289546,0.19533140189014375,0.17061895201914012,0.20138924685306847,0.18813375453464687,0.12275732646230608,0.1128270857152529,0.20427363633643836,0.18420290132053196,0.1765525866067037,0.1659196810796857,0.17155391606502235,0.11316135380184278,0.1886095586232841,0.0813543513067998,extension,4.581129578873515,0.013085853461234365,0.4189854327123612,,0.33259131889494636,0.4822485264016207,0.011973756229660163,0.23050760885234922
0.43441341700963676,0.4745234181641271,,0.0990979966300074,0.7820437005721033,0.2179562948876992,0.9310470442287624,1.2417455641552806,0.47380710300058126,0.001866448514192598,0.00550369006668916,0.4582304432988167,0.057926274224882945,0.002666038267307158,0.003160121399560012,0.0066619153949432075,0.9994198814965785,0.017871843854663894,1.2175288368016481,6,0.0,2.6960367560386658,0.00300557294212922,0.04147264384664595,0.21699688211083412,0.8029752941802144,0.19702470302581787,0.0335854234767794,0.2869185757590458,0.4942703766282648,0.1296717479126528,0.4106376526178792,-0.06256211549043655,0.5944293993525207,0.11268389137694612,-0.020519870475510515,1.0274340342730284,0.3578429422341287,6.0,1.390702160075307,0.0479304013424553,0.11902250599814579,0.07100655706017278,0.47322397748939693,0.043559454526985064,0.24525710206944495,1.0,0.15027546975761652,0.08180319919483736,0.13337884889915586,0.1485884515568614,0.1417394707677886,0.15156022494193166,0.06354251687298529,-0.5738250873982906,-0.015744156553409994,0.4748454198706895,0.0,0.0,0.18454592558555305,0.16780783247668296,0.1574271017452702,0.16731312440242618,0.12982664699666202,0.19307937030680478,0.0,0.16373017127625644,0.20387746021151543,0.18979549640789628,0.13231201900634915,0.10203744645696133,0.20824740245006979,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.19457582442555577,0.18267969496082515,0.16875272255856544,0.16767645976506174,0.09772218874422833,0.18859311111737043,0.1767617486184463,0.17057955544441938,0.14880913472734392,0.17980337282642722,0.11395612225169316,0.21009006130043417,0.0,0.16724561294540763,0.19616624957416207,0.17428818752523512,0.15853733802214265,0.10397196048870683,0.19979065819643438,0.16617860470432788,0.2048566045705229,0.1897302067372948,0.12105120596243069,0.11048150184797123,0.20770188013557345,0.18617250339593738,0.17632759653497487,0.1639317674562335,0.1773556866683066,0.10666347638471052,0.18954896763898432,0.07472888357006013,extension,5.0043645943515,0.01969299380289158,0.41129361744970083,,0.3346981235912868,0.48419538266444334,-0.01813580210728105,0.25874494470190257
0.4344134161947295,0.4745234181641271,,0.11780470461235382,0.7559492732398212,0.24405072210356593,0.9241265463642776,1.2517297314479947,0.4843547334894538,0.0014979487932578195,0.0042234863049088744,0.447295697638765,0.06038437443203293,0.0022437589832406957,0.00373312421652372,0.007267016881087329,0.997963288333267,0.017851567739853635,1.3225164748728275,7,0.0,2.667829394340515,0.0031139751808950678,0.042701843136455864,0.22508522495627403,0.7963727153837681,0.20362728496547788,0.019416214126067644,0.2768983719870448,0.501215853728354,0.131731910048984,0.4080599987646565,-0.07061872351914644,0.5907811927609146,0.1120892696781084,-0.01712710557058017,1.0603474378585815,0.3871441069059074,6.0,1.3809521328657866,0.04679532357840799,0.1102207568474114,0.07096815525437705,0.47256635152734816,0.04239802803203929,0.2570513846585527,1.0,0.14824508118908852,0.07760185044026002,0.13352044590283185,0.14811838313471526,0.14068679802585393,0.1544984778156504,0.06604617604170926,-0.5642530061304569,-0.020476770907407627,0.45351652801036835,0.0,0.0,0.18566169613040984,0.1657962353201583,0.15388093458022922,0.16963858343660831,0.12878784362692386,0.19623470527585596,0.0,0.1589913662755862,0.20625766133889556,0.19160055683460087,0.13449674227740616,0.09875947091495618,0.20989421068225056,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.19718127488158643,0.18122489308007061,0.16625983861740679,0.1736791266594082,0.09266242547892034,0.18899244198109955,0.1802562311058864,0.16833407094236463,0.14516924205236137,0.17904394830111414,0.11356691742548719,0.2136295814998448,0.0,0.16862194961868227,0.19733660272322595,0.17408589029219002,0.15609227237291634,0.10177140455925837,0.2020918766502291,0.16448064055293798,0.2060707351192832,0.18925749137997627,0.12182424822822213,0.10818215913604945,0.21018472674768418,0.1868740376085043,0.17752256500534713,0.1613511050818488,0.17660982278175652,0.10408111213473603,0.1935613581445068,0.07110260767512955,extension,5.91942302044481,0.024213531047280412,0.40842784801498055,,0.33426089072353626,0.48302454166311437,-0.02516536434025814,0.2693394069792703
0.4344134193379432,0.4745234181641271,,0.11754422637750395,0.766026065684855,0.23397393664345145,0.8875371906906366,1.304517013952136,0.4962530646007508,0.0009555662968523393,0.0026347389721195213,0.4486193691845983,0.05005378572968766,0.0014834741141385166,0.004269230588761275,0.007157664847909473,1.000002782791853,0.017842271190602332,1.3542197160422802,8,0.0,2.6498981714248657,0.0031939072723616846,0.04342072273720987,0.2294364282861352,0.7616263101808727,0.2383736928459257,-0.002525650357711129,0.21034432610031217,0.5473476038314402,0.13528092054184526,0.39591062266845256,-0.10102860908955336,0.5865704733878374,0.11116911855060607,-0.01819871431325737,1.0724942358210683,0.3992370499763638,6.0,1.361150462180376,0.04575012921122834,0.10083872854011133,0.06869513931451365,0.47812447999604046,0.040113425129675306,0.2664780978811905,1.0,0.14609625458251685,0.07404703815700486,0.13308484677691013,0.14801703370176256,0.13936789566650987,0.15561982500366867,0.058495445031439885,-0.5509035247378051,-0.06219680869253352,0.41737770684994757,0.0,0.0,0.1885878152679652,0.16322247893549502,0.14977235137484968,0.1682698802324012,0.1303382394835353,0.19980923819821328,0.0,0.1578065512003377,0.20764947251882404,0.19344538869336247,0.13677204796113074,0.09521768119884655,0.2091088506858796,0.0476190485060215,0.2857142984867096,0.095238097012043,0.095238097012043,0.1428571492433548,0.190476194024086,0.1428571492433548,0.20180216268636286,0.18035607680212706,0.16437721136026084,0.17560560314450413,0.08892706589540467,0.18893187528010458,0.17984259827062488,0.16833861637860537,0.14423762308433652,0.18085400317795575,0.11194443434942514,0.21478272275999188,0.0,0.16873533849138767,0.1981919672107324,0.17389435484074056,0.15500599867664278,0.10051660088356584,0.2036557444371283,0.16129459720104933,0.20799096766859293,0.18834952008910477,0.12260577105917037,0.10517838201485574,0.21458076871931553,0.1873145115096122,0.18003856879658997,0.15697974991053343,0.17331340548116714,0.10092031606473029,0.20143344509415329,0.06624978058971465,extension,6.9274766352027655,0.012833563934691483,0.39579791377764195,,0.3392237702374736,0.4908229260848313,-0.05405751650687307,0.2816928249085322
