best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.7318816217435461,1,4.877641290737884e-05,model,0.5009602587670088,0.5772583306241198,0.7318816217435461
0.7019207945891789,2,4.522542485937368e-05,model,0.44543702830560505,0.5591429986921298,0.7019207945891789
0.6893139134864418,3,3.969463130731183e-05,model,0.4310550121590495,0.5510193004089148,0.6893139134864418
0.6848774882806402,4,3.2725424859373684e-05,model,0.4208179179113358,0.5489738693042677,0.6848774882806402
0.6809840401013693,5,2.4999999999999998e-05,model,0.41385906003415585,0.5479472340369711,0.6809840401013693
0.6809840401013693,6,1.7274575140626315e-05,model,0.4083160813897848,0.5480173680247092,0.6810175804864793
0.6806869648751759,7,1.0305368692688173e-05,model,0.40404745656996965,0.5487774213155111,0.6806869648751759
0.6804686920577977,8,4.774575140626316e-06,model,0.4010149936657399,0.5476806731451125,0.6804686920577977
0.6799445839560762,9,1.2235870926211614e-06,model,0.3989148542750627,0.5475019735543907,0.6799445839560762
0.6798798456078484,10,0.0,model,0.398076590616256,0.5476199433106144,0.6798798456078484
