best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.5719808907735915,1,0.0001,backbone,0.6308366251178086,0.424439599589696,0.5719808907735915
0.5475200315316519,2,0.0001,backbone,0.5621292917057872,0.3989249129617025,0.5475200315316519
0.541771343894421,3,0.0001,backbone,0.5396978720091283,0.3852470398895324,0.541771343894421
0.5387614201458674,4,0.0001,backbone,0.530246909474954,0.3795518690631503,0.5387614201458674
0.5379227742789283,5,0.0001,backbone,0.5256950224284083,0.37549752020646654,0.5379227742789283
0.5354350322768802,6,0.0001,backbone,0.5227100821211934,0.37415088311074274,0.5354350322768802
0.5344255351357989,7,0.0001,backbone,0.5207964919973165,0.3723388915024107,0.5344255351357989
0.5344255351357989,8,0.0001,backbone,0.5192994372919202,0.37039427104450406,0.5346291169287667
0.5344255351357989,9,0.0001,backbone,0.5180825123097748,0.3686913223493667,0.5354895329191571
0.5327207564361511,10,0.0001,backbone,0.5169707650784403,0.3695064669563657,0.5327207564361511
0.5332993713636247,1,0.0001,model,0.5156168595422059,0.3661737188933388,0.5332993713636247
0.5327483103388831,2,0.0001,model,0.5141902526374906,0.36541527415078784,0.5327483103388831
0.5322869655395311,3,0.0001,model,0.5120529877021909,0.36562968814183794,0.5322869655395311
0.5282041248348024,4,0.0001,model,0.5096102512907237,0.36679395016223665,0.5282041248348024
0.5228702556046229,5,0.0001,model,0.5076132060494274,0.36554019058507586,0.5228702556046229
0.5194185423472572,6,0.0001,model,0.5059665301814675,0.36871808034086984,0.5194185423472572
0.517489386219827,7,0.0001,model,0.5056046929676086,0.3653157554448597,0.517489386219827
0.5154866578560027,8,0.0001,model,0.5048544898163527,0.3652752249959915,0.5154866578560027
0.5154866578560027,9,0.0001,model,0.5041763016488403,0.3647973703013526,0.5169357006985044
0.5154866578560027,10,0.0001,model,0.5029046267736703,0.36420825336660656,0.5156580740733753
