ci95_high,ci95_low,dataset,horizon,mean,metric,model,paper_value,seeds,std
0.3530793276996585,0.3530793276996585,ETTh2,96,0.3530793276996585,mae,iTransformer,0.3531,1,0.0
0.37960483183059673,0.37960483183059673,ETTh2,192,0.37960483183059673,mse,iTransformer,0.3796,1,0.0
0.39804009702692933,0.39804009702692933,ETTh2,192,0.39804009702692933,mae,iTransformer,0.3980,1,0.0
0.41922672174300096,0.41922672174300096,ETTh2,336,0.41922672174300096,mse,iTransformer,0.4192,1,0.0
0.43096454230290776,0.43096454230290776,ETTh2,336,0.43096454230290776,mae,iTransformer,0.4310,1,0.0
0.42255184129620943,0.42255184129620943,ETTh2,720,0.42255184129620943,mse,iTransformer,0.4226,1,0.0
0.44290999614720367,0.44290999614720367,ETTh2,720,0.44290999614720367,mae,iTransformer,0.4429,1,0.0
0.3564292067791803,0.3564292067791803,ETTm1,96,0.3564292067791803,mse,iTransformer,0.3564,1,0.0
0.3810715874614996,0.3810715874614996,ETTm1,96,0.3810715874614996,mae,iTransformer,0.3811,1,0.0
0.3989312762806921,0.3989312762806921,ETTm1,192,0.3989312762806921,mse,iTransformer,0.3989,1,0.0
0.40054875133410456,0.40054875133410456,ETTm1,192,0.40054875133410456,mae,iTransformer,0.4005,1,0.0
0.43606378866313095,0.43606378866313095,ETTm1,336,0.43606378866313095,mse,iTransformer,0.4361,1,0.0
0.424342207101395,0.424342207101395,ETTm1,336,0.424342207101395,mae,iTransformer,0.4243,1,0.0
0.4979958253794774,0.4979958253794774,ETTm1,720,0.4979958253794774,mse,iTransformer,0.4980,1,0.0
0.45844257916174813,0.45844257916174813,ETTm1,720,0.45844257916174813,mae,iTransformer,0.4584,1,0.0
0.1891789127804779,0.1891789127804779,ETTm2,96,0.1891789127804779,mse,iTransformer,0.1892,1,0.0
0.2745238515403329,0.2745238515403329,ETTm2,96,0.2745238515403329,mae,iTransformer,0.2745,1,0.0
0.2555261859221001,0.2555261859221001,ETTm2,192,0.2555261859221001,mse,iTransformer,0.2555,1,0.0
0.31597726409169274,0.31597726409169274,ETTm2,192,0.31597726409169274,mae,iTransformer,0.3160,1,0.0
0.3187507458287136,0.3187507458287136,ETTm2,336,0.3187507458287136,mse,iTransformer,0.3188,1,0.0
0.3546296976900289,0.3546296976900289,ETTm2,336,0.3546296976900289,mae,iTransformer,0.3546,1,0.0
0.4206496759978362,0.4206496759978362,ETTm2,720,0.4206496759978362,mse,iTransformer,0.4206,1,0.0
0.40994289956772767,0.40994289956772767,ETTm2,720,0.40994289956772767,mae,iTransformer,0.4099,1,0.0
0.19984877298531292,0.19984877298531292,Weather,96,0.19984877298531292,mse,iTransformer,0.1998,1,0.0
0.23839920841510867,0.23839920841510867,Weather,96,0.23839920841510867,mae,iTransformer,0.2384,1,0.0
0.24882251984823472,0.24882251984823472,Weather,192,0.24882251984823472,mse,iTransformer,0.2488,1,0.0
0.27708389716619247,0.27708389716619247,Weather,192,0.27708389716619247,mae,iTransformer,0.2771,1,0.0
0.3021459688229839,0.3021459688229839,Weather,336,0.3021459688229839,mse,iTransformer,0.3021,1,0.0
0.31567550592538685,0.31567550592538685,Weather,336,0.31567550592538685,mae,iTransformer,0.3157,1,0.0
0.3738746603060945,0.3738746603060945,Weather,720,0.3738746603060945,mse,iTransformer,0.3739,1,0.0
0.3614363027528912,0.3614363027528912,Weather,720,0.3614363027528912,mae,iTransformer,0.3614,1,0.0
0.18693371749145535,0.18693371749145535,Electricity,96,0.18693371749145535,mse,iTransformer,0.1869,1,0.0
0.27301837321108824,0.27301837321108824,Electricity,96,0.27301837321108824,mae,iTransformer,0.2730,1,0.0
0.1965368648796657,0.1965368648796657,Electricity,192,0.1965368648796657,mse,iTransformer,0.1965,1,0.0
0.28344007555035156,0.28344007555035156,Electricity,192,0.28344007555035156,mae,iTransformer,0.2834,1,0.0
0.2163483492949391,0.2163483492949391,Electricity,336,0.2163483492949391,mse,iTransformer,0.2163,1,0.0
0.3026949805913133,0.3026949805913133,Electricity,336,0.3026949805913133,mae,iTransformer,0.3027,1,0.0
0.26114043564963296,0.26114043564963296,Electricity,720,0.26114043564963296,mse,iTransformer,0.2611,1,0.0
0.33803456848509594,0.33803456848509594,Electricity,720,0.33803456848509594,mae,iTransformer,0.3380,1,0.0
0.5035424766011768,0.5035424766011768,Traffic,96,0.5035424766011768,mse,iTransformer,0.5035,1,0.0
0.347996281835142,0.347996281835142,Traffic,96,0.347996281835142,mae,iTransformer,0.3480,1,0.0
0.5164511942424697,0.5164511942424697,Traffic,192,0.5164511942424697,mse,iTransformer,0.5165,1,0.0
0.35245814577272616,0.35245814577272616,Traffic,192,0.35245814577272616,mae,iTransformer,0.3525,1,0.0
0.5345079730757445,0.5345079730757445,Traffic,336,0.5345079730757445,mse,iTransformer,0.5345,1,0.0
0.361966353706403,0.361966353706403,Traffic,336,0.361966353706403,mae,iTransformer,0.3620,1,0.0
0.5791707871705277,0.5791707871705277,Traffic,720,0.5791707871705277,mse,iTransformer,0.5792,1,0.0
0.38441182543598273,0.38441182543598273,Traffic,720,0.38441182543598273,mae,iTransformer,0.3844,1,0.0
0.40208427526710927,0.40208427526710927,ETTh1,96,0.40208427526710927,mse,TimeMixer,0.4021,1,0.0
0.41213521071965037,0.41213521071965037,ETTh1,96,0.41213521071965037,mae,TimeMixer,0.4121,1,0.0
0.46457999937614847,0.46457999937614847,ETTh1,192,0.46457999937614847,mse,TimeMixer,0.4646,1,0.0
0.4469818938783125,0.4469818938783125,ETTh1,192,0.4469818938783125,mae,TimeMixer,0.4470,1,0.0
0.4958771858487071,0.4958771858487071,ETTh1,336,0.4958771858487071,mse,TimeMixer,0.4959,1,0.0
0.46228864084082183,0.46228864084082183,ETTh1,336,0.46228864084082183,mae,TimeMixer,0.4623,1,0.0
0.5202320677121207,0.5202320677121207,ETTh1,720,0.5202320677121207,mse,TimeMixer,0.5202,1,0.0
0.4938489929505419,0.4938489929505419,ETTh1,720,0.4938489929505419,mae,TimeMixer,0.4938,1,0.0
0.2923010235333367,0.2923010235333367,ETTh2,96,0.2923010235333367,mse,TimeMixer,0.2923,1,0.0
0.3430299384192217,0.3430299384192217,ETTh2,96,0.3430299384192217,mae,TimeMixer,0.3430,1,0.0
0.38165545355898095,0.38165545355898095,ETTh2,192,0.38165545355898095,mse,TimeMixer,0.3817,1,0.0
0.39763929471132103,0.39763929471132103,ETTh2,192,0.39763929471132103,mae,TimeMixer,0.3976,1,0.0
0.42072217891907193,0.42072217891907193,ETTh2,336,0.42072217891907193,mse,TimeMixer,0.4207,1,0.0
0.4324186259585643,0.4324186259585643,ETTh2,336,0.4324186259585643,mae,TimeMixer,0.4324,1,0.0
0.4301347775035946,0.4301347775035946,ETTh2,720,0.4301347775035946,mse,TimeMixer,0.4301,1,0.0
0.4457545881501895,0.4457545881501895,ETTh2,720,0.4457545881501895,mae,TimeMixer,0.4458,1,0.0
0.35301202541218957,0.35301202541218957,ETTm1,96,0.35301202541218957,mse,TimeMixer,0.3530,1,0.0
0.37736835195134555,0.37736835195134555,ETTm1,96,0.37736835195134555,mae,TimeMixer,0.3774,1,0.0
0.3993619825710229,0.3993619825710229,ETTm1,192,0.3993619825710229,mse,TimeMixer,0.3994,1,0.0
0.40208838219080617,0.40208838219080617,ETTm1,192,0.40208838219080617,mae,TimeMixer,0.4021,1,0.0
0.4288257520237154,0.4288257520237154,ETTm1,336,0.4288257520237154,mse,TimeMixer,0.4288,1,0.0
0.41869192967204555,0.41869192967204555,ETTm1,336,0.41869192967204555,mae,TimeMixer,0.4187,1,0.0
0.5015983811513608,0.5015983811513608,ETTm1,720,0.5015983811513608,mse,TimeMixer,0.5016,1,0.0
0.4612365069755354,0.4612365069755354,ETTm1,720,0.4612365069755354,mae,TimeMixer,0.4612,1,0.0
0.18733775400899283,0.18733775400899283,ETTm2,96,0.18733775400899283,mse,TimeMixer,0.1873,1,0.0
0.2713640812802988,0.2713640812802988,ETTm2,96,0.2713640812802988,mae,TimeMixer,0.2714,1,0.0
0.2535888375359248,0.2535888375359248,ETTm2,192,0.2535888375359248,mse,TimeMixer,0.2536,1,0.0
0.31327325648402116,0.31327325648402116,ETTm2,192,0.31327325648402116,mae,TimeMixer,0.3133,1,0.0
0.3140263134517504,0.3140263134517504,ETTm2,336,0.3140263134517504,mse,TimeMixer,0.3140,1,0.0
0.3510650045738568,0.3510650045738568,ETTm2,336,0.3510650045738568,mae,TimeMixer,0.3511,1,0.0
0.4175500661736361,0.4175500661736361,ETTm2,720,0.4175500661736361,mse,TimeMixer,0.4176,1,0.0
0.4084731058620082,0.4084731058620082,ETTm2,720,0.4084731058620082,mae,TimeMixer,0.4085,1,0.0
0.2009970061898062,0.2009970061898062,Weather,96,0.2009970061898062,mse,TimeMixer,0.2010,1,0.0
0.24267865919904333,0.24267865919904333,Weather,96,0.24267865919904333,mae,TimeMixer,0.2427,1,0.0
0.24243026428754852,0.24243026428754852,Weather,192,0.24243026428754852,mse,TimeMixer,0.2424,1,0.0
0.2767189136027561,0.2767189136027561,Weather,192,0.2767189136027561,mae,TimeMixer,0.2767,1,0.0
0.29254753157556534,0.29254753157556534,Weather,336,0.29254753157556534,mse,TimeMixer,0.2925,1,0.0
0.3106892348547138,0.3106892348547138,Weather,336,0.3106892348547138,mae,TimeMixer,0.3107,1,0.0
0.3693050405814846,0.3693050405814846,Weather,720,0.3693050405814846,mse,TimeMixer,0.3693,1,0.0
0.3595443041575989,0.3595443041575989,Weather,720,0.3595443041575989,mae,TimeMixer,0.3595,1,0.0
0.20428420260187377,0.20428420260187377,Electricity,96,0.20428420260187377,mse,TimeMixer,0.2043,1,0.0
0.2902603898381991,0.2902603898381991,Electricity,96,0.2902603898381991,mae,TimeMixer,0.2903,1,0.0
0.2044202612039483,0.2044202612039483,Electricity,192,0.2044202612039483,mse,TimeMixer,0.2044,1,0.0
0.29188443218177607,0.29188443218177607,Electricity,192,0.29188443218177607,mae,TimeMixer,0.2919,1,0.0
0.22238276339564314,0.22238276339564314,Electricity,336,0.22238276339564314,mse,TimeMixer,0.2224,1,0.0
0.310139168644117,0.310139168644117,Electricity,336,0.310139168644117,mae,TimeMixer,0.3101,1,0.0
0.26262743135592936,0.26262743135592936,Electricity,720,0.26262743135592936,mse,TimeMixer,0.2626,1,0.0
0.340280033806846,0.340280033806846,Electricity,720,0.340280033806846,mae,TimeMixer,0.3403,1,0.0
0.6419499251264376,0.6419499251264376,Traffic,96,0.6419499251264376,mse,TimeMixer,0.6419,1,0.0
0.40682048279928157,0.40682048279928157,Traffic,96,0.40682048279928157,mae,TimeMixer,0.4068,1,0.0
0.5976891632708746,0.5976891632708746,Traffic,192,0.5976891632708746,mse,TimeMixer,0.5977,1,0.0
0.38472874360989384,0.38472874360989384,Traffic,192,0.38472874360989384,mae,TimeMixer,0.3847,1,0.0
0.6087072359864529,0.6087072359864529,Traffic,336,0.6087072359864529,mse,TimeMixer,0.6087,1,0.0
0.3869955736527351,0.3869955736527351,Traffic,336,0.3869955736527351,mae,TimeMixer,0.3870,1,0.0
0.6397392734106535,0.6397392734106535,Traffic,720,0.6397392734106535,mse,TimeMixer,0.6397,1,0.0
0.40410049884562244,0.40410049884562244,Traffic,720,0.40410049884562244,mae,TimeMixer,0.4041,1,0.0
0.4009885470480086,0.4009885470480086,ETTh1,96,0.4009885470480086,mse,DLinear,0.4010,1,0.0
0.4146561245373236,0.4146561245373236,ETTh1,96,0.4146561245373236,mae,DLinear,0.4147,1,0.0
0.45017438553921907,0.45017438553921907,ETTh1,192,0.45017438553921907,mse,DLinear,0.4502,1,0.0
0.44508439462779253,0.44508439462779253,ETTh1,192,0.44508439462779253,mae,DLinear,0.4451,1,0.0
0.5045433140179574,0.5045433140179574,ETTh1,336,0.5045433140179574,mse,DLinear,0.5045,1,0.0
0.4804377164744213,0.4804377164744213,ETTh1,336,0.4804377164744213,mae,DLinear,0.4804,1,0.0
0.5130708417860723,0.5130708417860723,ETTh1,720,0.5130708417860723,mse,DLinear,0.5131,1,0.0
0.5102484672739556,0.5102484672739556,ETTh1,720,0.5102484672739556,mae,DLinear,0.5102,1,0.0
0.3482738448889263,0.3482738448889263,ETTh2,96,0.3482738448889263,mse,DLinear,0.3483,1,0.0
0.4016934833639125,0.4016934833639125,ETTh2,96,0.4016934833639125,mae,DLinear,0.4017,1,0.0
0.4815000619074113,0.4815000619074113,ETTh2,192,0.4815000619074113,mse,DLinear,0.4815,1,0.0
0.47937843907634975,0.47937843907634975,ETTh2,192,0.47937843907634975,mae,DLinear,0.4794,1,0.0
0.5905564257298266,0.5905564257298266,ETTh2,336,0.5905564257298266,mse,DLinear,0.5906,1,0.0
0.5408310513854363,0.5408310513854363,ETTh2,336,0.5408310513854363,mae,DLinear,0.5408,1,0.0
0.7776607872501249,0.7776607872501249,ETTh2,720,0.7776607872501249,mse,DLinear,0.7777,1,0.0
0.6481077269741191,0.6481077269741191,ETTh2,720,0.6481077269741191,mae,DLinear,0.6481,1,0.0
0.3720978392880944,0.3720978392880944,ETTm1,96,0.3720978392880944,mse,DLinear,0.3721,1,0.0
0.3920103683066241,0.3920103683066241,ETTm1,96,0.3920103683066241,mae,DLinear,0.3920,1,0.0
0.40169199332512506,0.40169199332512506,ETTm1,192,0.40169199332512506,mse,DLinear,0.4017,1,0.0
0.4069109062004273,0.4069109062004273,ETTm1,192,0.4069109062004273,mae,DLinear,0.4069,1,0.0
0.4321570895659616,0.4321570895659616,ETTm1,336,0.4321570895659616,mse,DLinear,0.4322,1,0.0
0.42820496669188324,0.42820496669188324,ETTm1,336,0.42820496669188324,mae,DLinear,0.4282,1,0.0
0.4868430398346994,0.4868430398346994,ETTm1,720,0.4868430398346994,mse,DLinear,0.4868,1,0.0
0.46188423826692726,0.46188423826692726,ETTm1,720,0.46188423826692726,mae,DLinear,0.4619,1,0.0
0.2042357818998619,0.2042357818998619,ETTm2,96,0.2042357818998619,mse,DLinear,0.2042,1,0.0
0.30459766976818686,0.30459766976818686,ETTm2,96,0.30459766976818686,mae,DLinear,0.3046,1,0.0
0.28993328319475303,0.28993328319475303,ETTm2,192,0.28993328319475303,mse,DLinear,0.2899,1,0.0
0.369073640145283,0.369073640145283,ETTm2,192,0.369073640145283,mae,DLinear,0.3691,1,0.0
0.3973919388315787,0.3973919388315787,ETTm2,336,0.3973919388315787,mse,DLinear,0.3974,1,0.0
0.44143701256215284,0.44143701256215284,ETTm2,336,0.44143701256215284,mae,DLinear,0.4414,1,0.0
0.5907218495554681,0.5907218495554681,ETTm2,720,0.5907218495554681,mse,DLinear,0.5907,1,0.0
0.5475497713447958,0.5475497713447958,ETTm2,720,0.5475497713447958,mae,DLinear,0.5475,1,0.0
0.2017321946514836,0.2017321946514836,Weather,96,0.2017321946514836,mse,DLinear,0.2017,1,0.0
0.26434383414797763,0.26434383414797763,Weather,96,0.26434383414797763,mae,DLinear,0.2643,1,0.0
0.24117005054884896,0.24117005054884896,Weather,192,0.24117005054884896,mse,DLinear,0.2412,1,0.0
0.301156215725268,0.301156215725268,Weather,192,0.301156215725268,mae,DLinear,0.3012,1,0.0
0.2868128403545677,0.2868128403545677,Weather,336,0.2868128403545677,mse,DLinear,0.2868,1,0.0
0.34072593351581,0.34072593351581,Weather,336,0.34072593351581,mae,DLinear,0.3407,1,0.0
0.3527397523390246,0.3527397523390246,Weather,720,0.3527397523390246,mse,DLinear,0.3527,1,0.0
0.39455008920591284,0.39455008920591284,Weather,720,0.39455008920591284,mae,DLinear,0.3946,1,0.0
0.19923456493612005,0.19923456493612005,Electricity,96,0.19923456493612005,mse,DLinear,0.1992,1,0.0
0.28673238925259614,0.28673238925259614,Electricity,96,0.28673238925259614,mae,DLinear,0.2867,1,0.0
0.19843638520796741,0.19843638520796741,Electricity,192,0.19843638520796741,mse,DLinear,0.1984,1,0.0
0.28893223977762306,0.28893223977762306,Electricity,192,0.28893223977762306,mae,DLinear,0.2889,1,0.0
0.21211082505368084,0.21211082505368084,Electricity,336,0.21211082505368084,mse,DLinear,0.2121,1,0.0
0.3059744989832285,0.3059744989832285,Electricity,336,0.3059744989832285,mae,DLinear,0.3060,1,0.0
0.2468433193708048,0.2468433193708048,Electricity,720,0.2468433193708048,mse,DLinear,0.2468,1,0.0
0.33626860455066515,0.33626860455066515,Electricity,720,0.33626860455066515,mae,DLinear,0.3363,1,0.0
0.6596170212833717,0.6596170212833717,Traffic,96,0.6596170212833717,mse,DLinear,0.6596,1,0.0
0.4057527313006249,0.4057527313006249,Traffic,96,0.4057527313006249,mae,DLinear,0.4058,1,0.0
0.6076797072321073,0.6076797072321073,Traffic,192,0.6076797072321073,mse,DLinear,0.6077,1,0.0
0.38027249755563264,0.38027249755563264,Traffic,192,0.38027249755563264,mae,DLinear,0.3803,1,0.0
0.6143340358878973,0.6143340358878973,Traffic,336,0.6143340358878973,mse,DLinear,0.6143,1,0.0
0.3831526188785204,0.3831526188785204,Traffic,336,0.3831526188785204,mae,DLinear,0.3832,1,0.0
0.6544569572298735,0.6544569572298735,Traffic,720,0.6544569572298735,mse,DLinear,0.6545,1,0.0
0.40411442685658494,0.40411442685658494,Traffic,720,0.40411442685658494,mae,DLinear,0.4041,1,0.0
