ci95_high,ci95_low,dataset,horizon,mean,metric,model,paper_value,seeds,std
0.5430577694527705,0.5430577694527705,ETTh2,336,0.5430577694527705,mae,xCPD,0.5431,1,0.0
0.8312207870229539,0.8312207870229539,ETTh2,720,0.8312207870229539,mse,xCPD,0.8312,1,0.0
0.6569808976884887,0.6569808976884887,ETTh2,720,0.6569808976884887,mae,xCPD,0.6570,1,0.0
0.3530289150032138,0.3530289150032138,ETTm1,96,0.3530289150032138,mse,xCPD,0.3530,1,0.0
0.3763343313180793,0.3763343313180793,ETTm1,96,0.3763343313180793,mae,xCPD,0.3763,1,0.0
0.38596600473822257,0.38596600473822257,ETTm1,192,0.38596600473822257,mse,xCPD,0.3860,1,0.0
0.39368710292942527,0.39368710292942527,ETTm1,192,0.39368710292942527,mae,xCPD,0.3937,1,0.0
0.419696549033262,0.419696549033262,ETTm1,336,0.419696549033262,mse,xCPD,0.4197,1,0.0
0.4187791632659936,0.4187791632659936,ETTm1,336,0.4187791632659936,mae,xCPD,0.4188,1,0.0
0.49194509690403354,0.49194509690403354,ETTm1,720,0.49194509690403354,mse,xCPD,0.4919,1,0.0
0.46909799928999685,0.46909799928999685,ETTm1,720,0.46909799928999685,mae,xCPD,0.4691,1,0.0
0.19454032933226326,0.19454032933226326,ETTm2,96,0.19454032933226326,mse,xCPD,0.1945,1,0.0
0.29202998975869254,0.29202998975869254,ETTm2,96,0.29202998975869254,mae,xCPD,0.2920,1,0.0
0.280699700834269,0.280699700834269,ETTm2,192,0.280699700834269,mse,xCPD,0.2807,1,0.0
0.3580529982624705,0.3580529982624705,ETTm2,192,0.3580529982624705,mae,xCPD,0.3581,1,0.0
0.3752944359477701,0.3752944359477701,ETTm2,336,0.3752944359477701,mse,xCPD,0.3753,1,0.0
0.42192769445145695,0.42192769445145695,ETTm2,336,0.42192769445145695,mae,xCPD,0.4219,1,0.0
0.5938461252023324,0.5938461252023324,ETTm2,720,0.5938461252023324,mse,xCPD,0.5938,1,0.0
0.547674998050572,0.547674998050572,ETTm2,720,0.547674998050572,mae,xCPD,0.5477,1,0.0
0.19685938388325014,0.19685938388325014,Weather,96,0.19685938388325014,mse,xCPD,0.1969,1,0.0
