best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
1.2139833177839006,1,0.0001,model,0.651345269754529,0.7575528326488676,1.2139833177839006
1.1282855260939826,2,0.0001,model,0.5627671680413187,0.721742200094556,1.1282855260939826
1.1083188026670425,3,0.0001,model,0.5418754713609815,0.7120679310389928,1.1083188026670425
1.0939068309844486,4,0.0001,model,0.5346405706368387,0.7047763975839766,1.0939068309844486
1.0797408633761936,5,0.0001,model,0.5283258152194321,0.6970996281457326,1.0797408633761936
1.0678807500808958,6,0.0001,model,0.5220418563112617,0.6906125144352988,1.0678807500808958
1.0584620816367014,7,0.0001,model,0.5160757768899202,0.6850820912255181,1.0584620816367014
1.0516666722676111,8,0.0001,model,0.5107998033054173,0.6806249118986584,1.0516666722676111
1.046239151273455,9,0.0001,model,0.5054193679243326,0.6776413486117409,1.046239151273455
1.044198533466884,10,0.0001,model,0.5001774015836418,0.675810426379007,1.044198533466884
