best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.4640087018736343,1,0.00029265847744427303,model,0.41231106990016997,0.3444020568751562,0.4640087018736343
0.4532761285613484,2,0.0002713525491562421,model,0.33566979644820094,0.3352924043889099,0.4532761285613484
0.43198023283893844,3,0.00023816778784387096,model,0.31705886451527476,0.3091774059519453,0.43198023283893844
0.4317556391130059,4,0.0001963525491562421,model,0.3047032628383022,0.3077616498241397,0.4317556391130059
0.4229501667977328,5,0.00015,model,0.29550925781950355,0.29885610123784906,0.4229501667977328
0.4193551813011182,6,0.0001036474508437579,model,0.2875054465548601,0.29277198468238763,0.4193551813011182
0.41237888656496513,7,6.183221215612905e-05,model,0.28092930407729,0.28550963622537745,0.41237888656496513
0.4063169113536814,8,2.86474508437579e-05,model,0.27549751225160435,0.2771347942780084,0.4063169113536814
0.40390453911818086,9,7.341522555726971e-06,model,0.27147320573567413,0.2721967328359983,0.40390453911818086
0.40309861277680464,10,0.0,model,0.26886300471960567,0.2709904066858575,0.40309861277680464
