best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.7594656711803272,1,0.0001,model,0.8228126531466842,0.47857843775327513,0.7594656711803272
0.7161691940290317,2,0.0001,model,0.7391876084730029,0.4531859767680265,0.7161691940290317
0.7001700293179812,3,0.0001,model,0.7061279001645744,0.4418986249132221,0.7001700293179812
0.6942386594759363,4,0.0001,model,0.6911470429040492,0.43750797918324025,0.6942386594759363
0.6897747316598352,5,0.0001,model,0.6822301689535379,0.4342895516462607,0.6897747316598352
0.6873149023034405,6,0.0001,model,0.6744374707341194,0.4340573465472717,0.6873149023034405
0.6809651386710792,7,0.0001,model,0.6677440577186644,0.42930920215961343,0.6809651386710792
0.677020634112715,8,0.0001,model,0.6593372640199959,0.42633979661124094,0.677020634112715
0.6720844136884694,9,0.0001,model,0.6518484256230295,0.42565990954029315,0.6720844136884694
0.6689143148409266,10,0.0001,model,0.6448830394074321,0.4242930693420964,0.6689143148409266
