best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
1.4493917858789838,1,0.0001,model,0.6770304422825575,0.843658975570921,1.4493917858789838
1.350770185864161,2,0.0001,model,0.6125513017177582,0.8048088482448033,1.350770185864161
1.3165447658962675,3,0.0001,model,0.5888722143135965,0.7910779211256239,1.3165447658962675
1.3010486072964138,4,0.0001,model,0.5768002010881901,0.7845236157614087,1.3010486072964138
1.2835067249479748,5,0.0001,model,0.5697787650860846,0.7781275052872915,1.2835067249479748
1.2696107243734693,6,0.0001,model,0.5649681380018592,0.7726832707722981,1.2696107243734693
1.2678123670911032,7,0.0001,model,0.5615276237949729,0.7709817659287226,1.2678123670911032
1.2678123670911032,8,0.0001,model,0.5587101252749562,0.7729771250770205,1.2784127613854788
1.2678123670911032,9,0.0001,model,0.5565520864911377,0.7700945021614196,1.271308918604775
1.2657802006554981,10,0.0001,model,0.5548112434335053,0.7678925317431253,1.2657802006554981
