best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.6105493489968835,1,0.0001,backbone,0.5334502878249623,0.4093990498518446,0.6105493489968835
0.5761145681964887,2,0.0001,backbone,0.421066956827417,0.38175126410354254,0.5761145681964887
0.5634966480759623,3,0.0001,backbone,0.4017696936207358,0.3712611884608592,0.5634966480759623
0.5565656689523145,4,0.0001,backbone,0.3935869575070683,0.36472765235871374,0.5565656689523145
0.552110665703164,5,0.0001,backbone,0.38944042447838,0.360249830257281,0.552110665703164
0.5510106806842344,6,0.0001,backbone,0.3871540149266366,0.3596319854059733,0.5510106806842344
0.5490106205007225,7,0.0001,backbone,0.38579301617573947,0.357152920796964,0.5490106205007225
0.5483970462615172,8,0.0001,backbone,0.3848637325281743,0.356334659136826,0.5483970462615172
0.5479879820337613,9,0.0001,backbone,0.3842657456698362,0.3559147992371345,0.5479879820337613
0.5474359333346142,10,0.0001,backbone,0.3837564656569157,0.35538951453857737,0.5474359333346142
0.5256619254041192,1,0.0001,model,0.37538944964762777,0.3375629291795031,0.5256619254041192
0.5081111994008485,2,0.0001,model,0.3525631166121457,0.32732793154498907,0.5081111994008485
0.4924150207295311,3,0.0001,model,0.33761049769236706,0.32018538949784003,0.4924150207295311
0.4855262239067233,4,0.0001,model,0.3262831534957513,0.31654087901576394,0.4855262239067233
0.4855262239067233,5,0.0001,model,0.3192434298689477,0.3124378105019994,0.4871586978358686
0.4854315146308303,6,0.0001,model,0.31315663663554005,0.3127835966809935,0.4854315146308303
0.4779581391033852,7,0.0001,model,0.30822876103047747,0.30431892161948315,0.4779581391033852
0.47650652317756165,8,0.0001,model,0.3039156968588941,0.3027153709924968,0.47650652317756165
0.47650652317756165,9,0.0001,model,0.30107520129240584,0.3000056730714401,0.4766592371921682
0.47650652317756165,10,0.0001,model,0.2983764900418464,0.2996306034116654,0.48104479229920427
0.47650652317756165,11,0.0001,model,0.2958365380181931,0.29941740102391784,0.4808235765394706
