base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_baseline,process_energy_congestion,process_energy_daily,process_energy_entropy,process_energy_weekly,process_fusion_after_future_decode,process_future_variance_baseline,process_future_variance_congestion,process_future_variance_daily,process_future_variance_weekly,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_entropy,sensor_group_irregular_high_variability_process_0,sensor_group_irregular_high_variability_process_1,sensor_group_irregular_high_variability_process_2,sensor_group_irregular_high_variability_process_3,sensor_group_low_activity_process_0,sensor_group_low_activity_process_1,sensor_group_low_activity_process_2,sensor_group_low_activity_process_3,sensor_group_mass_irregular_high_variability,sensor_group_mass_low_activity,sensor_group_mass_strongly_periodic,sensor_group_prior_kl,sensor_group_strongly_periodic_process_0,sensor_group_strongly_periodic_process_1,sensor_group_strongly_periodic_process_2,sensor_group_strongly_periodic_process_3,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,0.40493325470015407,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.3447718490206171,,,0.40493325470015407,
,,0.3776823962107301,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.2918695713742636,,,0.3776823962107301,
0.2654676287493203,0.38072843126305356,,0.03394749625931581,0.6674944274127483,0.33250557439168915,1.3039017065893859,0.11886747789070995,0.4030171838821843,0.18552712042583153,0.17694578887312673,0.23450990693527274,0.0,0.0,0.0,0.0,0.0,1,0.0,2.8120069205760956,0.0031852741449256428,0.05390406574588269,0.13203664810862392,0.9644929175265133,0.03550708331022179,0.257429857403622,0.7808862667297944,0.1518780614278512,0.10390110837761313,0.26385208769352175,-0.005882070865482092,0.6834068654570729,0.11147760988387745,-0.002366540759224378,0.9099205501843244,0.1556540342135122,4.0,0.07469796287841746,0.11286053951334907,0.7634104107273743,0.7544215082889423,0.04903108501821407,1.0,0.14108947865315713,0.20354310866969172,0.27287535328650847,0.16235503120697103,0.06253091745747952,-0.4201854827697389,2.836368225282058,3.1909307572059333,0.0,0.0,1.0040828580968082,0.17987715208437294,0.10590113938087597,0.13767037622164935,0.5765513335354626,0.1414418970234692,0.10289957432541996,0.6173949423246086,0.13826358516234905,0.2629899088933598,0.2325881338038016,0.5044219245319255,0.07440764032506131,0.4545937387738377,0.31786381732672453,0.180188134778291,0.04735430350410752,0.0890425156467245,extension,1.764069459051825,0.0023479652608435764,0.27183705402421765,,0.2803264094493106,0.38072843126305356,0.3322043738638361,0.12170653787325136
0.26546762901125476,0.3788243780802377,,0.043316707902704366,0.6737911478849128,0.32620885188225657,1.0496643579099327,0.4856544355279766,0.6311487361090258,0.11272984357492533,0.09659596711571794,0.15952545414620545,0.0,0.0,0.0,0.0,0.0,2,0.0,2.7399843335151672,0.002810836885146273,0.05111455790756736,0.13721493922639638,0.9436038264539093,0.05639617525594076,0.2392437823509681,0.687328910222277,0.21672708011465147,0.10968142142519355,0.2628936499822885,-0.009501977707259357,0.6013231379911304,0.105801870173309,-0.004073210922545201,1.078319260966964,0.3273416965967044,4.0,0.059860970726731466,0.04603220671560848,0.8417335009435192,0.5761623966973275,0.0523733221598377,1.0,0.1597423092171084,0.08716348668531282,0.2734005930251442,0.19980850981664844,0.06586966555187246,-0.4706892066751607,1.0574531118618324,1.4542524099815637,0.0,0.0,0.7237156532937661,0.19126795907504857,0.11257625033613294,0.1464419363765046,0.5497138532809913,0.1266447696252726,0.10744491533841938,0.6479302127845585,0.11798010347411036,0.06571288024861133,0.22556091568549164,0.7087261681444943,0.3477923702157568,0.4033297845162451,0.35371492407284677,0.20101744611747563,0.041937848611269146,0.048518618881644215,extension,0.7796457996009849,0.004542324017620558,0.2687359792762436,,0.27772263479958065,0.3788243780802377,0.32594427097744,0.2840249869332183
0.2654676274978556,0.37795833718933436,,0.04460322820887086,0.6894368062494323,0.3105631931684911,0.7808790497947484,0.8734296594047919,0.7728821338387206,0.07795962366799358,0.06044572195969522,0.08871252134849783,0.0,0.0,0.0,0.0,0.0,3,0.0,2.7160059809684753,0.0027120240110889426,0.051840637053828686,0.13677764066960663,0.9313098923303187,0.068690107895236,0.23328734983806498,0.6391197716584429,0.2501431089476682,0.11349742056336254,0.26207690697629005,-0.012705824105069041,0.564568790490739,0.10579726492869668,-0.0041129788866669514,1.103311937302351,0.34922734781866893,4.0,0.04769797498738626,0.02420640531636309,0.8731634970754385,0.48317444685380906,0.05493212111105095,1.0,0.16132557843229733,0.051127089202054776,0.2592523173952941,0.22770892482367344,0.0683301753597334,-0.4915299646672793,0.5240498717175797,0.9377668191445991,0.0,0.0,0.4388636243529618,0.1949556868057698,0.11466298921732232,0.14919842639937997,0.5411828989163041,0.11846542381681502,0.10948928026482463,0.6655673230998218,0.10647796851117164,0.0199190462117258,0.1241306148149306,0.8559503044234589,0.5559758237213828,0.3577530477195978,0.38498495193198323,0.22044097422622144,0.03682102673337795,0.04561369949078653,extension,0.7106443184893578,0.0039230826209859515,0.2672667045262642,,0.2774401260547092,0.37795833718933436,0.3194777962441246,0.30462411971529946
0.26546762842917815,0.3772912327854189,,0.0464735073474003,0.7228545037796721,0.2771454965695739,0.679001234122552,1.0204082776326686,0.8146932011004537,0.06587878976279171,0.04694259721873095,0.07248541519220453,0.0,0.0,0.0,0.0,0.0,4,0.0,2.68819029442966,0.0027126368045173876,0.053658814074879047,0.13548813585657626,0.9135398691287264,0.08646012977987994,0.2276864769810345,0.5757582766236737,0.29406195163028315,0.11659946874715388,0.2609160424617585,-0.01706151943653822,0.5250489770551212,0.10283548304869328,-0.00439710705951768,1.083767166128382,0.3295398900518194,4.0,0.044469305730672204,0.022707168043780257,0.8806791985407472,0.4614262710674666,0.05214432803404634,1.0,0.1664447990769986,0.04164801851584343,0.23034949315479025,0.22701818746281788,0.07014959918160457,-0.5040747499442659,0.31406420038547367,0.7389012865023687,0.0,0.0,0.3376806696760468,0.1956863816594705,0.11561160150449723,0.15043735911604017,0.5382646596990526,0.10458532755728811,0.11198667617281899,0.6813352555036545,0.10209274152293801,0.010972797123940836,0.118779677679413,0.8702474916353822,0.6530579314567149,0.32884862134233117,0.4034501595888287,0.2355699825566262,0.032131240877788514,0.0476804506542976,extension,0.7484948069904931,0.002557484900989948,0.26578383619198576,,0.27688304073081,0.3772912327854189,0.315265237314937,0.2830663824570365
0.26546762767247856,0.3752454128053945,,0.05372964869457064,0.751008799765259,0.24899119848851115,0.6015100905206054,1.1322043641703203,0.8425873146625236,0.051540450847824104,0.0359681759691739,0.069904058422253,0.0,0.0,0.0,0.0,0.0,5,0.0,2.6311392076313496,0.0029258748199936235,0.057722500700037926,0.1334972521290183,0.8913148399442434,0.10868516194750555,0.22355868486920372,0.5043341117561795,0.34356941003352404,0.11990712530678138,0.2586300641996786,-0.025514896609820426,0.4679891713312827,0.09156329580582678,-0.0030984134230109817,1.0735008467454463,0.3203464586404152,4.0,0.05477815319318324,0.05646558181979344,0.8437097960850224,0.5740962972631678,0.04504646755231079,1.0,0.1787661534617655,0.0473444322051364,0.1834779644268565,0.18576434886199422,0.07163591227435973,-0.5065476617892273,0.2471853181195911,0.6730711522977799,0.0,0.0,0.3399702070164494,0.19454013323411345,0.11641436902573332,0.15135550790000707,0.5376899926923215,0.07717156520811841,0.11895276565337554,0.7061317870393395,0.09774388489313424,0.006199402002039278,0.3158900454873219,0.6779105179011822,0.7989519819384441,0.3313877109903842,0.3990216520614922,0.24158066604286432,0.02800997933081817,0.04788129793087137,extension,0.7565519038471393,0.0010363956757259984,0.26334842268261127,,0.27492800973438364,0.3752454128053945,0.3142556215946873,0.26661681025871076
0.2654676279926207,0.37521665211220506,,0.059805907563713845,0.7728258577408269,0.22717413993086666,0.45425762148806825,1.3446447709575295,0.8928109758999199,0.03798565953911748,0.024179340955015505,0.045024023806035984,0.0,0.0,0.0,0.0,0.0,6,0.0,2.5627862196415663,0.0029709463910876366,0.05859487152338261,0.13120250427164137,0.8724569543264806,0.12754304756526835,0.22077697748318315,0.4495094908052124,0.38157094217604026,0.1234148004441522,0.2564787366427481,-0.03329191217198968,0.4392076362273656,0.08562965181772597,-0.0018303347414985183,1.0651375169400126,0.3120167482411489,4.0,0.0557299531683384,0.06712115522532258,0.8383760923752561,0.5880711881909519,0.03877279957305291,1.0,0.17859070401755162,0.044301866939349566,0.17502526298630983,0.16302213640301488,0.07394474543252727,-0.5035841397475451,0.17010796591057442,0.5906459728721529,0.0,0.0,0.34019118890864775,0.19400243379641324,0.11694574233843014,0.15194048220291734,0.5371113405562937,0.06184573261998594,0.1227231941302307,0.7276980034075677,0.08773307141382247,0.004901055419395561,0.3674735944950953,0.6276253155665472,0.8375100434059277,0.35286765499040484,0.3782978190574795,0.2436384413158521,0.025196083894115873,0.048090105952724116,extension,0.7650061376043595,0.0007262875033120508,0.26106438296847045,,0.27691500332589675,0.37521665211220506,0.3110813358022521,0.25221084093209356
0.2654676285746973,0.37389461328516793,,0.06141793834103737,0.7907065796898678,0.2092934218235314,0.32368192565627396,1.5330256794113666,0.9312866755062714,0.026208826984657208,0.015852262144107954,0.02665223255098681,0.0,0.0,0.0,0.0,0.0,7,0.0,2.4969219882041216,0.003017176129105792,0.05952186327340314,0.12786414590664208,0.8503812273265794,0.1496187725570053,0.21682754711946473,0.39160625787917525,0.4217064054100774,0.12664432113524526,0.25433066484401934,-0.04131053120363504,0.4222670586896129,0.08202538601472043,-0.0013227869211789312,1.0590729364193976,0.30441995948785916,4.0,0.05324704850499984,0.06608546132338233,0.8462008531205356,0.5667096869437955,0.03446663733848254,1.0,0.17561654304154217,0.040720118311583064,0.17321165098110214,0.15087810563272797,0.07467255917435978,-0.49609041871735826,0.11174072041467298,0.524480908352416,0.0,0.0,0.3932107635191642,0.19396042719017714,0.11743047006893903,0.15242364443838596,0.5361854587681592,0.054629158054012805,0.12391343154013157,0.7414725217968225,0.07998489192686975,0.0050430994365342485,0.3781629921286367,0.6167938775615767,0.7925299970665947,0.3659502933733165,0.36328254477120936,0.2472498274873942,0.0235173379041953,0.04864380060826079,extension,0.7793823122046888,0.0007523719857545075,0.25877895689336583,,0.27781398740740404,0.37389461328516793,0.30400770677564043,0.24300202252925374
0.2654676297970582,0.37202921648804876,,0.05905941648961743,0.7923378609120846,0.20766213565366343,0.23836031931568868,1.6561187307815999,0.9533319785259664,0.018570473723229952,0.010900843977651675,0.01719670391139516,0.0,0.0,0.0,0.0,0.0,8,0.0,2.4438403267413378,0.0029692961788896355,0.0591442008226295,0.1218507548328489,0.828039622749202,0.17196037489338778,0.21184837457258254,0.338074748928193,0.45881162013392895,0.12956255197059363,0.25281840440584347,-0.047163922688923776,0.4099257795023732,0.07916188692615833,7.201289807312605e-05,1.0459563550539315,0.2902660622494295,4.0,0.05025109876078204,0.06418421820853837,0.8539362528827041,0.5458184312446974,0.03162842971869395,1.0,0.17162846931023523,0.03802225617982913,0.17221244642860256,0.1426834028097801,0.07546866284974385,-0.4912292644730769,0.0705681279869168,0.47756757913157344,0.0,0.0,0.43662562035024166,0.194123646710068,0.1179360449896194,0.1529109172988683,0.5350293894298375,0.049734902946511284,0.12420686963014305,0.7511352500878274,0.07492297695716843,0.005090471459425316,0.3827731710043736,0.6121363235870376,0.7525823476025835,0.37559229717589915,0.3523488228674978,0.24979887483641505,0.022260001875110902,0.05032227142510237,extension,0.8162909096572548,0.0012353272130098958,0.25712594005744904,,0.274610778295247,0.37202921648804876,0.3000401917767401,0.23120664741145447
