clustered_ci95_high_percent,clustered_ci95_low_percent,mean_absolute_degradation,mean_relative_degradation_percent,metric,paired_cells,reference,ties,variant,variant_better,variant_worse
1.8421689199999975,0.7409822147069942,0.0034213705335359337,1.2701519975253255,mse,140,final_no_exchange,32,x_to_z,13,95
1.4613021179540349,0.5627699408128565,0.0028539305631917417,0.9953112014875272,mae,140,final_no_exchange,32,x_to_z,17,91
1.848959603581317,0.7390071199234467,0.0034213705335359337,1.2701519975253255,mse,140,final_no_exchange,32,early_fusion,13,95
1.4624588420846638,0.5628956657772388,0.0028539305631917417,0.9953112014875272,mae,140,final_no_exchange,32,early_fusion,17,91
2.001143710462342,0.43450498424580797,0.0028092458965656925,1.1776276963817152,mse,140,final_no_exchange,0,no_multiscale,53,87
1.2570656716825512,0.053202806354162586,0.0013282294593954481,0.6315289991813262,mae,140,final_no_exchange,0,no_multiscale,61,79
2.8910081584231597,1.412698030134621,0.006028325872022447,2.138056245242165,mse,140,final_no_exchange,0,no_linear_bank,36,104
2.4992128252315733,1.250823176071362,0.00557966649228206,1.8463495781786061,mae,140,final_no_exchange,0,no_linear_bank,33,107
