best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.8819521544944673,1,0.0001,backbone,0.4818711231928319,0.6459566358299482,0.8819521544944673
0.8106285457809767,2,0.0001,backbone,0.41409781901165843,0.6087676889839626,0.8106285457809767
0.7648247246231351,3,0.0001,backbone,0.39209684496745467,0.5889900241579328,0.7648247246231351
0.7648247246231351,4,0.0001,backbone,0.3818994928151369,0.5840394284043994,0.768699970628534
0.7491742943723997,5,0.0001,backbone,0.37580026336945593,0.5758997038716361,0.7491742943723997
0.7378514490666843,6,0.0001,backbone,0.3715809292625636,0.5708401100266547,0.7378514490666843
0.7347721867263317,7,0.0001,backbone,0.3686206843703985,0.5685358075868516,0.7347721867263317
0.731420791397492,8,0.0001,backbone,0.3663837155327201,0.5665818903417814,0.731420791397492
0.731420791397492,9,0.0001,backbone,0.36437045596539974,0.5666024482675961,0.7369008928182579
0.7300433773724806,10,0.0001,backbone,0.36304841632954776,0.5643276632541702,0.7300433773724806
0.7287962802109265,1,0.0001,model,0.3617632334353402,0.564389121674356,0.7287962802109265
0.7287962802109265,2,0.0001,model,0.36146673979237676,0.5642766640299842,0.7298056130253133
0.7287962802109265,3,0.0001,model,0.36132540251128376,0.5640336282196499,0.7294287761407239
0.7287962802109265,4,0.0001,model,0.3612133509013802,0.5640182356749263,0.7301909189139094
