best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
1.23948130437306,1,0.0001,backbone,0.5710238385945559,0.7776495867035016,1.23948130437306
1.1781529512535147,2,0.0001,backbone,0.509120735572651,0.7487827182627048,1.1781529512535147
1.1430478692054749,3,0.0001,backbone,0.49074946041218936,0.7344910052357888,1.1430478692054749
1.1430478692054749,4,0.0001,backbone,0.4823362845927477,0.7335752674511501,1.152819579150401
1.1395387381923443,5,0.0001,backbone,0.4773221618961543,0.7282015774525753,1.1395387381923443
1.1154306490405077,6,0.0001,backbone,0.4738388913683593,0.7207080004166584,1.1154306490405077
1.1154306490405077,7,0.0001,backbone,0.47154184291139245,0.7232044104005204,1.1295564738260646
1.1154306490405077,8,0.0001,backbone,0.4696394468192011,0.7221045635995411,1.1283065413131195
1.1154306490405077,9,0.0001,backbone,0.468111079884693,0.7228840966613925,1.1336365090746459
1.1246674737962736,1,0.0001,model,0.4722947294358164,0.7233080669325225,1.1246674737962736
1.1246674737962736,2,0.0001,model,0.47131986636668444,0.7251114074875709,1.1318892467589605
1.1246674737962736,3,0.0001,model,0.4707281617447734,0.724350161292926,1.1289378282975178
1.1246674737962736,4,0.0001,model,0.4699953682720661,0.7259393504687718,1.1342555475072795
