best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.5600275560503915,1,0.001,model,0.6329005490988493,0.37066147275387296,0.5600275560503915
0.5482404409419923,2,0.001,model,0.5493089526426047,0.36602680361460127,0.5482404409419923
0.5191284671189293,3,0.001,model,0.5234090755693614,0.343052390548918,0.5191284671189293
0.515420955443193,4,0.001,model,0.5009429797064513,0.3425737695088462,0.515420955443193
0.5113916679743736,5,0.001,model,0.4928118570242077,0.3391813784837723,0.5113916679743736
0.5110962901796613,6,0.001,model,0.4842697235289961,0.33797562902881984,0.5110962901796613
0.5097445422221744,7,0.001,model,0.4738285196945071,0.3391621188511924,0.5097445422221744
0.5097445422221744,8,0.001,model,0.4731407130602747,0.3371334019161406,0.5104019962369449
0.5097445422221744,9,0.001,model,0.4596328076440841,0.33652481507687343,0.5106188057670518
0.5080132316502314,10,0.001,model,0.4466143468162045,0.34104923620110467,0.5080132316502314
