best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.23934811023990768,1,0.00029265847744427303,model,0.3302576817513909,0.3192801876602886,0.23934811023990768
0.2316345329720407,2,0.0002713525491562421,model,0.28572663717204705,0.31219362428585273,0.2316345329720407
0.2178150165118161,3,0.00023816778784387096,model,0.27442797826370224,0.30051763745153104,0.2178150165118161
0.21385392142481027,4,0.0001963525491562421,model,0.2669816828565672,0.2974268852199556,0.21385392142481027
0.21281727348161264,5,0.00015,model,0.2599700861610472,0.2962903415921569,0.21281727348161264
0.21013994754990645,6,0.0001036474508437579,model,0.2548339882050641,0.2920490805605119,0.21013994754990645
0.20625411212217357,7,6.183221215612905e-05,model,0.2502134501701221,0.29061605830471504,0.20625411212217357
0.20377020150907893,8,2.86474508437579e-05,model,0.24648792285006493,0.2874245298655646,0.20377020150907893
0.20377020150907893,9,7.341522555726971e-06,model,0.2435392746992875,0.2881357494709441,0.20538066172112887
0.20377020150907893,10,0.0,model,0.24179331105551682,0.2867478234993211,0.20467860471752533
