bank,batch_size,best_epoch,best_stage,best_validation_mse,candidate,checkpoint,config_hash,continuation,continuation_unfreeze_blocks,cross_process_exchange,dataset,effective_batch_size,elapsed_seconds,enhancement_protocol,experiment,extension_epochs,final_candidate,gradient_clip,head_learning_rate,horizon,inducing_points,inference_ms_batch,latent_dim,learning_rate,mae,max_train_windows,max_validation_windows,model,mse,nested_anchor_windows,nested_subset_seed,nll_weight,num_training_windows,num_validation_windows,num_windows,parameters,patch_lens,primal_dual,reference_epochs,representation_weight,result_path,result_sha256,reused_source,rmse,scale,seed,selected_config,selected_patch_lens,selection_protocol,seq_len,structural_only,train_budget,train_budget_label,trainable_parameters,training_ms_optimizer_step,validation_window_seed,variant,weight_decay,wide_batch_size
on,16,10,extension,0.2419427464931801,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Electricity/h96.pt,9ef8829412260e13,preserved,2,False,Electricity,16,170.6183497644961,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,7.996251096212586,,0.0007,0.3660313902905263,128,1024,LatentFlow,0.2819254490145673,2048,9042,0.02,128,1024,5167.0,1387123,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Electricity/h96.json,624f14b3d7fdbcc967d2bab272bf407dbce5608ddc7b459dc4a81bee539559a8,,0.5309665234405718,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,1703.7692119600251,5042,train_0128,0.0001,4
on,16,10,extension,0.22704494048997,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Electricity/h192.pt,11faf50ec918e5e7,preserved,2,False,Electricity,16,176.0270967297256,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,8.267838768307914,,0.0007,0.35109574300422225,128,1024,LatentFlow,0.2646087286206981,2048,9042,0.02,128,1024,5071.0,1482127,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Electricity/h192.json,ac22f85dfaadb256c8dcbf12a2c66ae404db881a1a52b86282448c4d820b8c00,,0.5144013303061123,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,1762.1228314004838,5042,train_0128,0.0001,4
on,16,10,extension,0.2387665387272322,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Electricity/h336.pt,dd2a0932652afd05,preserved,2,False,Electricity,16,173.14235720224679,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,7.66941091666619,,0.0007,0.3621752237002602,128,1024,LatentFlow,0.2778146443282577,2048,9042,0.02,128,1024,4927.0,1626077,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Electricity/h336.json,391788c4299d22b9700156119273b04061e53c86c43f200e10ec457e282769be,,0.5270812502150477,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,1736.7517852922902,5042,train_0128,0.0001,4
on,16,10,extension,0.2627573687380761,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Electricity/h720.pt,8fc2897d55c7e04f,preserved,2,False,Electricity,16,183.47693360969424,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.84046296030283,,0.0007,0.38003784588838496,128,1024,LatentFlow,0.30668486830121305,2048,9042,0.02,128,1024,4543.0,2018213,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Electricity/h720.json,2cff44cecbc3a0f7db1a1ce4c7d5b9bb1e0cae0415dd6b324be799a33b58b01f,,0.5537913580954591,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,1850.625271210447,5042,train_0128,0.0001,4
on,16,10,extension,0.6627722382084492,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Traffic/h96.pt,37629f16cf3d5c2f,preserved,2,False,Traffic,16,345.47617966495454,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,10.348456240578297,,0.0007,0.4908819917772,128,1024,LatentFlow,0.826517691884177,2048,9042,0.02,128,1024,3415.0,1388746,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Traffic/h96.json,ae8ec9da18b1e22acdcff50e41fdc132c1fc05038e35207e8cb192d70c7da3f6,,0.9091301842333567,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,3642.542454507202,5042,train_0128,0.0001,4
on,16,10,extension,0.5960636172106537,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Traffic/h192.pt,589e45fd8e7e6afc,preserved,2,False,Traffic,16,345.8552906792611,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,10.604402043627225,,0.0007,0.46633752527654004,128,1024,LatentFlow,0.7513733725742396,2048,9042,0.02,128,1024,3319.0,1483750,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Traffic/h192.json,39a8a840821c4f85cd212c7a92f3affa06c5545e69cd98014ce2c50d9b65b44f,,0.8668179581516754,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,3638.3276624954306,5042,train_0128,0.0001,4
on,16,10,extension,0.5889045246239328,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Traffic/h336.pt,9647345673b97059,preserved,2,False,Traffic,16,356.213240431156,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,11.052699775477363,,0.0007,0.4693823474991235,128,1024,LatentFlow,0.7535074116179575,2048,9042,0.02,128,1024,3175.0,1627700,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Traffic/h336.json,8158ad68f8ca9fa76120b8c428465e567b49a8e8531620199f0ea311ef109801,,0.8680480468372459,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,3739.4461701100226,5042,train_0128,0.0001,4
on,16,10,extension,0.5965596050784648,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0128/seed42/Traffic/h720.pt,32a9413e28f1f3cd,preserved,2,False,Traffic,16,393.77583835925907,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,12.674891930501694,,0.0007,0.47347132943736536,128,1024,LatentFlow,0.7600949331096971,2048,9042,0.02,128,1024,2791.0,2019836,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0128/seed42/Traffic/h720.json,6777817faed9131a9d850fe081fd024cbf99ca313860e18bf73ce9e319e9b220,,0.8718342348805174,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,128,0128,0,4119.2380783264525,5042,train_0128,0.0001,4
on,16,0,reference,0.7857831328042916,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh1/h96.pt,4177c73fd6f996f9,preserved,2,False,ETTh1,16,67.13967302115634,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,8.142779990384689,,0.0007,0.4206969249428893,512,1024,LatentFlow,0.4159984129437465,2048,9042,0.02,512,1024,2785.0,1441682,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh1/h96.json,9059dc50e1426044dcd2f4ecac838f2d3c8d7883b7d3276f7239a9d69a4c2d7c,,0.6449793895495781,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [16, 32, 48], 'representation_weight': 0.05}",16-32-48,,96,False,512,0512,0,147.50145008729305,5042,train_0512,0.0001,4
on,16,0,reference,1.04669897825945,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh1/h192.pt,6de859a7ea6aa254,preserved,2,False,ETTh1,16,65.24156840378419,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,7.541138452929473,,0.0007,0.4463412755143955,512,1024,LatentFlow,0.4603000568856757,2048,9042,0.02,512,1024,2689.0,1535526,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh1/h192.json,f001c84eb7bb144aac59aa236960241531d643a10a1bc7626337a57f064905a6,,0.6784541671223456,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [16, 32, 48], 'representation_weight': 0.05}",16-32-48,,96,False,512,0512,0,143.85151953611057,5042,train_0512,0.0001,4
on,16,2,extension,1.3033790154521967,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh1/h336.pt,1e3758cf69340acc,preserved,2,False,ETTh1,16,67.01820962689817,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,7.892135742910301,,0.0007,0.4647408208485959,512,1024,LatentFlow,0.5029113135303352,2048,9042,0.02,512,1024,2545.0,1676686,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh1/h336.json,0c57b11670b11cd4f3317da5666a14504b6cda93dd11352e27a582e5b7be6930,,0.7091624027896115,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [16, 32, 48], 'representation_weight': 0.05}",16-32-48,,96,False,512,0512,0,147.9761791531928,5042,train_0512,0.0001,4
on,16,1,extension,1.5792306824335975,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh1/h720.pt,88e53b9fc0d3c65d,preserved,2,False,ETTh1,16,66.74134778045118,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.948547323693091,,0.0007,0.49850998623618065,512,1024,LatentFlow,0.5236125426305974,2048,9042,0.02,512,1024,2161.0,2055222,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh1/h720.json,a3908f26505fd7971cd8fa1ec4871ebe99065a73e63ac896417dcdeeec6fa1ea,,0.7236107673539673,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [16, 32, 48], 'representation_weight': 0.05}",16-32-48,,96,False,512,0512,0,146.98931045713834,5042,train_0512,0.0001,4
on,16,3,extension,0.2280939258635044,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh2/h96.pt,810c8affbb49f90d,preserved,2,False,ETTh2,16,62.42566483095288,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,7.348498038818382,,0.0007,0.34888127607352265,512,1024,LatentFlow,0.3012631580158412,2048,9042,0.02,512,1024,2785.0,1411434,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh2/h96.json,712a4e6d8539d0e66560d9ea21571bf69fad295660fe79bae5c50b7e58638524,,0.5488744464955908,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [16, 32, 48], 'representation_weight': 0.001}",16-32-48,,96,False,512,0512,0,137.20290355267935,5042,train_0512,0.0001,4
on,16,0,reference,0.2788967759836288,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh2/h192.pt,96747ac901becaff,preserved,2,False,ETTh2,16,65.71159309707582,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,7.78105448998377,,0.0007,0.40222025953709417,512,1024,LatentFlow,0.394226880237281,2048,9042,0.02,512,1024,2689.0,1505278,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh2/h192.json,0e690b9bcbe5052a5f2ce7c56606b9f8f7d0e74b8b43d96161ea16fa6c0f346f,,0.627874892185761,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [16, 32, 48], 'representation_weight': 0.001}",16-32-48,,96,False,512,0512,0,145.16203374951147,5042,train_0512,0.0001,4
on,16,0,reference,0.36149489068660606,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh2/h336.pt,da4251b8a8119486,preserved,2,False,ETTh2,16,68.52718966919929,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,8.446029634981215,,0.0007,0.4392716224148039,512,1024,LatentFlow,0.43468538493357345,2048,9042,0.02,512,1024,2545.0,1646438,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh2/h336.json,9f4c64167296ac0674536951f3d5a47e2f10cc891bd1e42921bd741a812d0223,,0.6593067457061041,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [16, 32, 48], 'representation_weight': 0.001}",16-32-48,,96,False,512,0512,0,151.7231974285096,5042,train_0512,0.0001,4
on,16,0,reference,0.6098727909345475,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTh2/h720.pt,ff96bd3950272243,preserved,2,False,ETTh2,16,64.62365363631397,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.731500832336162,,0.0007,0.4564503179091361,512,1024,LatentFlow,0.44206614878720124,2048,9042,0.02,512,1024,2161.0,2024974,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTh2/h720.json,8d12360a9a9afcb6a84f4448c21ad2f3170d60a577a9954a51b37a20d28453d6,,0.6648805522702564,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [16, 32, 48], 'representation_weight': 0.001}",16-32-48,,96,False,512,0512,0,142.16980431519914,5042,train_0512,0.0001,4
on,16,1,extension,0.41058225468510673,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm1/h96.pt,c5fcca634370f8d6,preserved,2,False,ETTm1,16,68.77972921542823,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,7.48502079339967,,0.0007,0.3972107182938295,512,1024,LatentFlow,0.3775104782036522,2048,9042,0.02,512,1024,11425.0,1398606,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm1/h96.json,60e43bec711a88ac9555bc14c5504dc1140a2a0bc41c55ef28418cccecac74b7,,0.6144188133542561,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [8, 24, 48], 'representation_weight': 0.01}",8-24-48,,96,False,512,0512,0,141.99053043848835,5042,train_0512,0.0001,4
on,16,1,extension,0.5307702913525558,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm1/h192.pt,bfd10dbd7d8c1cad,preserved,2,False,ETTm1,16,72.57040832610801,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,7.924813039527081,,0.0007,0.40926066493948354,512,1024,LatentFlow,0.40003078346601506,2048,9042,0.02,512,1024,11329.0,1493398,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm1/h192.json,e125dc605896d9c73e70eff052479f4ce8a3c3ae987ab1c7e280321eb8552020,,0.6324798680321889,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [8, 24, 48], 'representation_weight': 0.01}",8-24-48,,96,False,512,0512,0,150.84984307177365,5042,train_0512,0.0001,4
on,16,2,extension,0.6788599057262447,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm1/h336.pt,983b515ffdec1f52,preserved,2,False,ETTm1,16,69.30151396244764,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,7.5169770570103625,,0.0007,0.4350555513561122,512,1024,LatentFlow,0.4400196153267217,2048,9042,0.02,512,1024,11185.0,1636816,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm1/h336.json,7b6892479b38be6d1325f402122fc1d26a6013ff143bd7d6843fa5026e527151,,0.6633397435151325,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [8, 24, 48], 'representation_weight': 0.01}",8-24-48,,96,False,512,0512,0,142.85046979784966,5042,train_0512,0.0001,4
on,16,3,extension,1.037390607122391,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm1/h720.pt,2a6bab1e43fb2c53,preserved,2,False,ETTm1,16,67.92650546878576,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.220641599321401,,0.0007,0.458030292795442,512,1024,LatentFlow,0.4917822900066354,2048,9042,0.02,512,1024,10801.0,2026480,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm1/h720.json,e5fb332fabc689dca8f43d40da6d1d0659ca8ca190c243e13f6a5050d8aa542d,,0.7012719087533988,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [8, 24, 48], 'representation_weight': 0.01}",8-24-48,,96,False,512,0512,0,141.3796339300461,5042,train_0512,0.0001,4
on,16,5,extension,0.13373662903904915,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm2/h96.pt,ba2fcdfceefbeed1,preserved,2,False,ETTm2,16,70.63961348123848,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,7.6899967622665,,0.0007,0.2685680320022677,512,1024,LatentFlow,0.18501414073883674,2048,9042,0.02,512,1024,11425.0,1373530,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm2/h96.json,bc43b45f861c24838d6ebac3bbc4f57535dc90d9b731a9df629162bd52b1c163,,0.4301327013130212,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,146.488170302473,5042,train_0512,0.0001,4
on,16,3,extension,0.17318079141633852,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm2/h192.pt,d3f0b87ac344a672,preserved,2,False,ETTm2,16,72.63707809895277,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,8.445616490095643,,0.0007,0.3084360219992652,512,1024,LatentFlow,0.24970250469445857,2048,9042,0.02,512,1024,11329.0,1468534,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm2/h192.json,e400411e0b0d9c7e2ee2242e58918d057d611674f063171affa24dad23d0de6c,,0.49970241613830385,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,149.9232775036944,5042,train_0512,0.0001,4
on,16,4,extension,0.22075461033655672,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm2/h336.pt,01c539756dc0fccf,preserved,2,False,ETTm2,16,74.77381408400834,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,8.350699969879578,,0.0007,0.35030619564860715,512,1024,LatentFlow,0.3149541587484243,2048,9042,0.02,512,1024,11185.0,1612484,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm2/h336.json,43740476455f4c21ccd211ec42f35374e39058c5d17c74b6e8209efe345b6e5d,,0.5612077678974376,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,156.62352962244768,5042,train_0512,0.0001,4
on,16,1,extension,0.3060978895141965,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/ETTm2/h720.pt,790957a6bafd418a,preserved,2,False,ETTm2,16,69.57791994791478,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.3118934722877045,,0.0007,0.4085617723510557,512,1024,LatentFlow,0.42052455638969294,2048,9042,0.02,512,1024,10801.0,2004620,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/ETTm2/h720.json,5a3204e67c967dcf6071646600d7fbda76f4f21c797f9273b72de6e408860015,,0.6484786475973537,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,144.0864654548932,5042,train_0512,0.0001,4
on,16,2,extension,0.47471265045423355,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/Weather/h96.pt,6a8e48e4a1e101b5,preserved,2,False,Weather,16,88.51664286619052,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,7.097936575851774,,0.0007,0.2288574342112371,512,1024,LatentFlow,0.18686400912230786,2048,9042,0.02,512,1024,10445.0,1389340,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/Weather/h96.json,a80916277a90869c5d099d3caa26a3fbbc5d5a0a92be74090da04dc9dc30d7e3,,0.43227769908047287,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,207.3841417906806,5042,train_0512,0.0001,4
on,16,2,extension,0.5149440854078248,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/Weather/h192.pt,e4ef46e36b84dd64,preserved,2,False,Weather,16,98.44249029317871,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,8.187127431724655,,0.0007,0.2632065283544704,512,1024,LatentFlow,0.22807614413832142,2048,9042,0.02,512,1024,10349.0,1484344,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/Weather/h192.json,998c86a2ca7ccf3f809edd572be9792ca6add5f78dbb5ab1397ddc5012917ada,,0.47757318197143506,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,233.39002946595429,5042,train_0512,0.0001,4
on,16,6,extension,0.5893341073103232,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/Weather/h336.pt,8d414fc50a80d4f3,preserved,2,False,Weather,16,98.73401582986116,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,7.892554678585169,,0.0007,0.30561803529750464,512,1024,LatentFlow,0.2839482984671571,2048,9042,0.02,512,1024,10205.0,1628294,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/Weather/h336.json,eab581b0bfa2110abd9ff8487120970dd047a2f370432ecb57e3d4ba3cfcdfcf,,0.5328679934722643,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,233.21315175271593,5042,train_0512,0.0001,4
on,16,7,extension,0.7278619302012933,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/Weather/h720.pt,e9edd61481319112,preserved,2,False,Weather,16,97.2325441930443,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.69623992295047,,0.0007,0.35595755536798845,512,1024,LatentFlow,0.362226397677993,2048,9042,0.02,512,1024,9821.0,2020430,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/Weather/h720.json,6fd909d7960eab82436e8102b031066794920368f95fb2f6f4577d019daf5517,,0.6018524716888625,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,230.50178302801214,5042,train_0512,0.0001,4
on,16,10,extension,0.16541627538414636,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/data_budget/checkpoints/train_0512/seed42/Electricity/h96.pt,cc49bc9b177b5b8f,preserved,2,False,Electricity,16,269.57229197211564,latentflow-nested-data-budget-all28-seed42-no-exchange-v1,data_budget,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,7.279309143795985,,0.0007,0.28645039922583015,512,1024,LatentFlow,0.19686046958243958,2048,9042,0.02,512,1024,5167.0,1387123,,False,2,,physics_modal_v4/enhancements/results/data_budget/runs/train_0512/seed42/Electricity/h96.json,5f6ca5b853de03c7d807c552bd12d3b85abe059acb7d0284a2a53c9125379325,,0.4436896095047072,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,512,0512,0,698.2767926121596,5042,train_0512,0.0001,4
