mae_mean,mae_std,mse_mean,mse_std,runs,train_budget_label
0.40366946785032,0.07631181951405258,0.43371806251126405,0.17669759355283565,28,0128
0.3697283959796184,0.06973160073855897,0.3739605289873468,0.12356952459258556,28,0512
0.34990786928573997,0.07647971279885533,0.346281996666003,0.11668404331017351,28,2048
0.3503224523247234,0.08760210626635166,0.35345396219503333,0.13197578091701584,28,all
