bank,batch_size,best_epoch,best_stage,best_validation_mse,candidate,checkpoint,config_hash,continuation,continuation_unfreeze_blocks,cross_process_exchange,dataset,effective_batch_size,elapsed_seconds,enhancement_protocol,experiment,extension_epochs,final_candidate,gradient_clip,head_learning_rate,horizon,inducing_points,inference_ms_batch,latent_dim,learning_rate,mae,max_train_windows,max_validation_windows,model,mse,nll_weight,num_windows,parameters,patch_lens,primal_dual,reference_epochs,representation_weight,result_path,result_sha256,reused_source,rmse,scale,seed,selected_config,selected_patch_lens,selection_protocol,seq_len,structural_only,trainable_parameters,training_ms_optimizer_step,variant,weight_decay,wide_batch_size
off,16,0,reference,0.9920360315413702,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/ETTm1/h720.pt,b93a926a9426c08c,early,2,False,ETTm1,16,123.86625705193728,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,6.231476998409859,,0.0007,0.47604066163521197,2048,1024,LatentFlow,0.5070499993780803,0.02,10801.0,1606168,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/ETTm1/h720.json,9ca432af12fd2243e5eb26c39b2fcf52d41dcc8d5829769401e2ef0131f6a57b,,0.7120744338747743,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [8, 24, 48], 'representation_weight': 0.01}",8-24-48,,96,False,0,90.08633448429464,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,0,reference,0.40234640471282457,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/ETTm1/h96.pt,c4f808147cdadd66,early,2,False,ETTm1,16,124.93985357135534,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,6.4298183870139995,,0.0007,0.38435205908160514,2048,1024,LatentFlow,0.3534930601405193,0.02,11425.0,1341462,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/ETTm1/h96.json,b1e7ce81990a21f2611593c8c9d338b9bb1c49c2c36c5da6f39999f5345f8396,,0.5945528236755077,multiscale,42,"{'inducing_points': 32, 'latent_dim': 8, 'patch_lens': [8, 24, 48], 'representation_weight': 0.01}",8-24-48,,96,False,0,90.66824363399064,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,3,extension,0.1718503614621503,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h192.pt,b14a9bc1b64edfe9,early,2,False,ETTm2,16,134.84100668504834,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,6.905316721642708,,0.0007,0.3074813611903993,2048,1024,LatentFlow,0.2475313564333752,0.02,11329.0,1355518,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h192.json,2d7382acc151080bee83dbbf5bf4de075df6494d07302cd6d8e5bf8ad934d650,,0.4975252319565061,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,97.92090086266398,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,2,extension,0.2191783719930519,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h336.pt,55bfe25314cdb45d,early,2,False,ETTm2,16,137.999596349895,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,6.8120828063833,,0.0007,0.3519271083305577,2048,1024,LatentFlow,0.31608480205977113,0.02,11185.0,1415660,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h336.json,b654455578e68f7aa4f8108bd2a03fe8b83c31861f96ba06495eac06b9c0e6ab,,0.5622141958895837,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,100.40743157733232,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,0,reference,0.301069979913651,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h720.pt,cb38ebb4e0d30380,early,2,False,ETTm2,16,128.8697917450918,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,6.731609024352032,,0.0007,0.40621079411743793,2048,1024,LatentFlow,0.41419080023741645,0.02,10801.0,1584308,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h720.json,d5055d8f57f401893790dfb75d3757723ef6e96f8c7006bedf726c010be38ffe,,0.6435765690556303,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,93.530218000069,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,5,extension,0.12937098129519395,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h96.pt,d5e887269e5d90ef,early,2,False,ETTm2,16,128.49529583612457,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,6.7295521846482576,,0.0007,0.26361899021852636,2048,1024,LatentFlow,0.17868426892140563,0.02,11425.0,1316386,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/ETTm2/h96.json,b49bd7fb1ff3e411650d7f76e24ffc35beb483421f362427cb1ae6966464fe28,,0.42271062078141075,multiscale,42,"{'inducing_points': 16, 'latent_dim': 8, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,93.19880945695331,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,10,extension,0.14626562617030595,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h192.pt,99e98ce5407c2a46,early,2,False,Electricity,16,638.2181200524792,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,6.8317331634108776,,0.0007,0.27137243848673714,2048,1024,LatentFlow,0.1794662628896464,0.02,5071.0,1369111,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h192.json,e4dd7c618fceaee34219ff5d1aa05b82b0d1940959337c76057f8410c34db933,,0.4236345865125349,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,477.4408703240624,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,10,extension,0.16301927809155742,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h336.pt,5476219beeb695fa,early,2,False,Electricity,16,651.359555779025,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,6.684048916023921,,0.0007,0.29061044531149816,2048,1024,LatentFlow,0.19995148862726958,0.02,4927.0,1429253,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h336.json,9d028e377de48718e5b782ed2f011a17c170a0a8f8a611d1c930e14aa9db338c,,0.4471593548470943,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,488.45892830577213,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,10,extension,0.19831425272993417,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h720.pt,8b24f24c6762dce4,early,2,False,Electricity,16,693.0740124359727,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,7.084937161738069,,0.0007,0.3206249529722361,2048,1024,LatentFlow,0.23815533752983015,0.02,4543.0,1597901,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h720.json,22ce4b751d44bfd04bae6597ce81174994bbb1fbb27ea1cc7d9894fb82ace3e2,,0.4880116161832935,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,520.6549887454457,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,10,extension,0.1347302635386973,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h96.pt,ce5f9d9b3a45c2b3,early,2,False,Electricity,16,588.4027949608862,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,6.019721669686395,,0.0007,0.2623137245657001,2048,1024,LatentFlow,0.16768108898256281,0.02,5167.0,1329979,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Electricity/h96.json,f4e302be25cde3e681b73e79551ca75c3b06dc7986083e7490ce057c98c83d87,,0.4094888142337502,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,441.1487087723799,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,10,extension,0.3900653050098877,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h192.pt,057a11836639a0bd,early,2,False,Traffic,16,1277.8807609640062,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,10.313585947227219,,0.0007,0.31633716023187153,2048,1024,LatentFlow,0.47443509920952764,0.02,3319.0,1370734,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h192.json,805be5da93c0107d09662dc3e73140f925c995190d2f3e9170dc2915e587e773,,0.6887924935780932,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,975.3928635574994,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,8,extension,0.4011938240288134,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h336.pt,6329ed861fc22577,early,2,False,Traffic,16,1329.0989938180428,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,10.765715200580996,,0.0007,0.31241921927455923,2048,1024,LatentFlow,0.4737609898485355,0.02,3175.0,1430876,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h336.json,ac274f65c3cc2a57c5365b51366ae41493fae36507a975e4630ee72a7b1e5233,,0.6883029782359913,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,1014.7278101765551,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,9,extension,0.4440289367809527,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h720.pt,d0ce3909e4c42240,early,2,False,Traffic,16,1446.8761311718263,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,12.045444115787616,,0.0007,0.33202941303629063,2048,1024,LatentFlow,0.5101077935153957,0.02,2791.0,1599524,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h720.json,f267e81a67da05d3b99170e9a93438390aa2d427b2cdbfdd397abb92c19a744d,,0.7142183094232433,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,1104.7715648117446,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,10,extension,0.39200284650689027,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h96.pt,6552226b73e6f51e,early,2,False,Traffic,16,1231.229554206133,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,96,,9.90312086514464,,0.0007,0.3068906657060002,2048,1024,LatentFlow,0.4471947579558042,0.02,3415.0,1331602,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Traffic/h96.json,8f7d97c03428b42a6886f7911d7eefd8ae7a91534d3792f7a8212316b892fa50,,0.6687262204787578,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,939.6168526538531,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,2,extension,0.48267814576152773,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Weather/h192.pt,076e9acbc858d679,early,2,False,Weather,16,195.12928038602695,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,192,,6.552137471302304,,0.0007,0.26030513320276283,2048,1024,LatentFlow,0.2196984919292888,0.02,10349.0,1371328,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Weather/h192.json,1ee9281a2dc3ace98e6d819989d17c3502f15c232851868db805e171f6761302,,0.46872005710155906,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,145.6502502096555,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,3,extension,0.5589370200423156,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Weather/h336.pt,a817a7f5ea1bb96f,early,2,False,Weather,16,201.12063122633845,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,336,,6.904840134025651,,0.0007,0.2994118183714594,2048,1024,LatentFlow,0.27447461232124093,0.02,10205.0,1431470,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Weather/h336.json,2ef1a42b70b00c275f90aae90abfde015152cebf238aae73e248b9571aea4930,,0.5239032470993484,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,150.02857394210878,scale-multiscale__bank-off__continuation-early,0.0001,4
off,16,4,extension,0.681857400218015,,/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/factorial/checkpoints/scale-multiscale__bank-off__continuation-early/seed42/Weather/h720.pt,f06fa45a1042f177,early,2,False,Weather,16,193.19932506233454,latentflow-factorial-2x2x2-all28-three-seed-no-exchange-v1,factorial,10,latentflow_process_preserving_unfreeze2,5.0,0.001,720,,6.727711090611087,,0.0007,0.34676486798464334,2048,1024,LatentFlow,0.3490673420752426,0.02,9821.0,1600118,,False,2,,physics_modal_v4/enhancements/results/factorial/runs/scale-multiscale__bank-off__continuation-early/seed42/Weather/h720.json,b88d7d29bcc842e495678d2f76ef61c7f951336546b98414fb802cebcb1250e0,,0.5908192126829006,multiscale,42,"{'inducing_points': 32, 'latent_dim': 16, 'patch_lens': [8, 16, 32], 'representation_weight': 0.001}",8-16-32,,96,False,0,144.13783217096352,scale-multiscale__bank-off__continuation-early,0.0001,4
