base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_baseline,process_energy_congestion,process_energy_daily,process_energy_entropy,process_energy_weekly,process_fusion_after_future_decode,process_future_variance_baseline,process_future_variance_congestion,process_future_variance_daily,process_future_variance_weekly,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_entropy,sensor_group_prior_kl,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,0.3788787079198907,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.344272977556102,,,0.3788787079198907,
,,0.3533181375823915,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.2895243921811925,,,0.3533181375823915,
0.2719852918526158,0.3768154438330544,,0.022362788771602027,0.6904119808459654,0.3095880190958269,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12692998570855707,0.9624113393947482,0.037588662329653744,0.25151764631300466,0.7726410229224712,0.1575932305859169,9.99999993922529e-09,0.27089717958006077,-0.003979808301664889,9.99999993922529e-09,9.99999993922529e-09,-0.007994173332903642,0.8917509140446782,0.13658994309662376,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.0004584151056610253,9.99999993922529e-09,0.0009168402195731049,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.10024167533265427,extension,2.1545811276882887,0.0004584151056610253,0.2759275322314352,,0.2764096394062165,0.3768154438330544,0.2936232421003903,0.11422715477237944
0.2719852921727579,0.3754795294012044,,0.02806660402166017,0.7359884259058163,0.2640115730755497,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.1269325549947098,0.9241875800071284,0.07581241695879726,0.22201058975042542,0.6135539575479925,0.26786398081458174,9.99999993922529e-09,0.2697286852635443,-0.008286197087727487,9.99999993922529e-09,9.99999993922529e-09,-0.005781747350908972,1.0451155230402946,0.29311365011380985,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.00258444892949683,9.99999993922529e-09,0.0051689078134131705,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.055623128020670265,extension,0.9212774938205257,0.00258444892949683,0.2741688972164411,,0.27463974858043305,0.3754795294012044,0.28293782107842463,0.26504704647231847
0.2719852907466702,0.3754795294012044,,0.029972608361276798,0.7658078165259212,0.23419218172784895,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,3,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.1269343747990206,0.8996404270874336,0.10035957460058853,0.21516666786556016,0.5302840257063508,0.3255822996725328,9.99999993922529e-09,0.26864854103769176,-0.012343150679953396,9.99999993922529e-09,9.99999993922529e-09,-0.006642426513685962,1.052672384539619,0.30106832372257486,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.010375407319770602,9.99999993922529e-09,0.02075082478040713,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.05345591637160396,extension,0.8572170560946688,0.010375407319770602,0.2729518742999062,,0.27501860867151434,0.3754867536255182,0.27855416511495906,0.27109571447363123
0.27198529077577405,0.37451762432718927,,0.03341602905129548,0.7924112546024844,0.2075887456885539,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,4,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693619390483946,0.8803251445060596,0.11967485523200594,0.2115053391571564,0.47184969316003844,0.3660858935327269,9.99999993922529e-09,0.2674510898941662,-0.01656263100448996,9.99999993922529e-09,9.99999993922529e-09,-0.006018300161201751,1.041574285714887,0.28927223244681954,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.0221966480021365,9.99999993922529e-09,0.044393305404810235,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.054864261277543847,extension,0.8787861764431,0.0221966480021365,0.27168119681300595,,0.2741597492260305,0.37451762432718927,0.27465159201528877,0.2558562034391798
0.2719852917653043,0.37283731975884865,,0.03504848752709222,0.8178661768324673,0.1821338239533361,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,5,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693801173008978,0.8611608108039945,0.13883919021463953,0.207867283737869,0.41937667183810845,0.4024574208888225,9.99999993922529e-09,0.26607359942863695,-0.021654786309227347,9.99999993922529e-09,9.99999993922529e-09,-0.00567521021807238,1.0407300234073773,0.2875468005076982,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.03729367994310451,9.99999993922529e-09,0.07458737077831756,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.05527150096168043,extension,0.8802204278763384,0.03729367994310451,0.27023094514152035,,0.2711154043321051,0.37283731975884865,0.2707951474003494,0.25249831200926565
0.2719852916779928,0.37283731975884865,,0.0361893273111491,0.8268163040047511,0.17318369570421055,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,6,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693983176723123,0.8339860268170014,0.16601397580234334,0.2038170681844349,0.3517672852030955,0.4493206775514409,9.99999993922529e-09,0.2645795014104806,-0.026978951995261014,9.99999993922529e-09,9.99999993922529e-09,-0.00613473663125319,1.0346218965714797,0.2813431888062041,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.05217236387397861,9.99999993922529e-09,0.10434473867644556,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.0563762708552531,extension,0.9013180548790842,0.05217236387397861,0.2686558429559227,,0.2747884984174995,0.3750770613839252,0.2768459223443642,0.24515386199345812
0.2719852910959162,0.37283731975884865,,0.03634883115591947,0.8309913972625509,0.16900860259192996,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12694165052380413,0.8109246533131227,0.18907534287427552,0.20048625936033204,0.3010112536139786,0.4845020779175684,9.99999993922529e-09,0.2633468141721096,-0.03158073348458856,9.99999993922529e-09,9.99999993922529e-09,-0.005613720272577893,1.0369312459370121,0.2814694730914198,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.06845994714967674,9.99999993922529e-09,0.13691990278312005,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.05662833664973732,extension,0.9063665760913864,0.06845994714967674,0.26735653923242353,,0.2748335142300343,0.3743095989232212,0.2736336995925133,0.24512064174632542
0.27198529001907445,0.37025214630661935,,0.0345841440721415,0.8280182922026142,0.17198170788469724,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,8,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12694354145787656,0.785270692082122,0.2147293091402389,0.1957390136376489,0.2500313613563776,0.5198386471602134,9.99999993922529e-09,0.2621327558008488,-0.035943504772149026,9.99999993922529e-09,9.99999993922529e-09,-0.0053456906411497584,1.0285405043978244,0.27204703661845997,4.0,0.25,0.25,0.25,1.3862943649291992,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.08511694737535436,9.99999993922529e-09,0.17023390223039314,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.05842270573339192,extension,0.9477223380235955,0.08511694737535436,0.26604753572610207,,0.26912327530642827,0.37025214630661935,0.26363474258687347,0.23746289289556444
