best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.1958601165597684,1,0.001,model,0.3169442539801821,0.28676391526793643,0.1958601165597684
0.1850860850461918,2,0.001,model,0.21832823238219135,0.2795529206470042,0.1850860850461918
0.16731403723188898,3,0.001,model,0.20071514236042276,0.2597637547882175,0.16731403723188898
0.1636207053903974,4,0.001,model,0.18925318037508987,0.25933078609151633,0.1636207053903974
0.1556290431743099,5,0.001,model,0.1819763969106134,0.25017662032247207,0.1556290431743099
0.15389715387318612,6,0.001,model,0.17595505286590196,0.2476846616587535,0.15389715387318612
0.15354691385480101,7,0.001,model,0.17238024868129287,0.24868747737425015,0.15354691385480101
0.15021799370135844,8,0.001,model,0.16866781735734548,0.24408575579879935,0.15021799370135844
0.15021799370135844,9,0.001,model,0.16647037386428565,0.2457422710653406,0.15024611839747998
0.14905935296883588,10,0.001,model,0.16373873931297567,0.24273609929367018,0.14905935296883588
