best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
1.1006502893235948,1,0.0001,model,0.5800023884512484,0.7347512472243536,1.1006502893235948
1.012733609335763,2,0.0001,model,0.5278142648749053,0.6970159364125085,1.012733609335763
0.9685556896149166,3,0.0001,model,0.5033699278719723,0.6760472676110646,0.9685556896149166
0.9511859727284265,4,0.0001,model,0.4914395404048264,0.6656690468863835,0.9511859727284265
0.9335137950049506,5,0.0001,model,0.48479867074638605,0.6571702639261882,0.9335137950049506
0.9269879954201835,6,0.0001,model,0.4805320589803159,0.6531328761388385,0.9269879954201835
0.9269879954201835,7,0.0001,model,0.47748708818107843,0.6511782850537982,0.9275004227956136
0.9238461320362393,8,0.0001,model,0.47520229406654835,0.6488099900503007,0.9238461320362393
0.9238461320362393,9,0.0001,model,0.4731975747272372,0.648205063835023,0.9246891543978737
0.914521048560975,10,0.0001,model,0.47183368168771267,0.6448091620490665,0.914521048560975
