best_validation_mse,epoch,learning_rate,stage,train_loss,validation_mae,validation_mse
0.17142615077041445,1,0.0001,model,0.2735521402209997,0.304193757829212,0.17142615077041445
0.15989845547647702,2,0.0001,model,0.258290657075122,0.2916757655995233,0.15989845547647702
0.15603526397829964,3,0.0001,model,0.24839888187125325,0.28727670581567855,0.15603526397829964
0.15184345788189343,4,0.0001,model,0.24135990859940648,0.28262062796524595,0.15184345788189343
0.15056566042559488,5,0.0001,model,0.23611167632043362,0.2810098294700895,0.15056566042559488
0.14902438312059357,6,0.0001,model,0.23186394711956382,0.2789918042364575,0.14902438312059357
0.1440746331853526,7,0.0001,model,0.22852434066589922,0.27275993923346203,0.1440746331853526
0.14288814649695442,8,0.0001,model,0.22616078273858875,0.2713179538647334,0.14288814649695442
0.14288814649695442,9,0.0001,model,0.2236589671811089,0.2752706841343925,0.14618691411756335
0.14288814649695442,10,0.0001,model,0.2221134016290307,0.274322652391025,0.1454466029646851
