base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_baseline,process_energy_daily,process_energy_entropy,process_energy_irregular,process_energy_weekly,process_fusion_after_future_decode,process_future_variance_baseline,process_future_variance_daily,process_future_variance_irregular,process_future_variance_weekly,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_entropy,sensor_group_prior_kl,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,0.40176181588321924,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.539028576342389,,,0.40176181588321924,
,,0.3914362942644705,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.5069023467949592,,,0.3914362942644705,
0.24199761045747437,0.20639068248762424,,0.12406600718384198,0.7916118681896478,0.20838812974398024,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12692893156781793,0.9739655472803861,0.02603445494241896,0.5066964962752536,0.8262853251071647,0.12040983226324897,9.99999993922529e-09,0.23795249659451656,-0.01589219702873379,9.99999993922529e-09,9.99999993922529e-09,-0.020695762538480267,1.1725128861144185,0.3423812947294209,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.004210207438118174,9.99999993922529e-09,0.008420424899459426,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.06404267878679093,extension,0.7918874229653738,0.004210207438118174,0.24808642631978728,,0.28732279320551035,0.20639068248762424,0.39489525618652505,0.21831528694019653
0.24199761051568203,0.20639068248762424,,0.14784177822002675,0.8415661946637556,0.1584338070533704,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.1269307512557134,0.9675212753936648,0.03247872483916581,0.5063005067058839,0.7933960810769349,0.1432069195434451,9.99999993922529e-09,0.23648926801979542,-0.02189436787739396,9.99999993922529e-09,9.99999993922529e-09,-0.015972213755517828,1.233339025406167,0.39920162595808506,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.021889624200412072,9.99999993922529e-09,0.043779258492577355,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.052028547099325806,extension,0.6679388271877542,0.021889624200412072,0.24661527792341076,,0.2881020543868806,0.20756486008237965,0.39610350558844704,0.2513598488585558
0.24199761054478586,0.20538229484025536,,0.15048751496215118,0.8791523253312334,0.12084767181659117,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,3,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693256919737905,0.9581828752998263,0.04181712403806159,0.5056394421262667,0.7495939744403586,0.17356822511646897,9.99999993922529e-09,0.23498534559621476,-0.027789922431111336,9.99999993922529e-09,9.99999993922529e-09,-0.014734238083519813,1.251509337220341,0.41671837953617796,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.05680678060889477,9.99999993922529e-09,0.11361357034184039,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.04897064286706154,extension,0.6313231805688702,0.05680678060889477,0.24509813394979574,,0.2876895825755875,0.20538229484025536,0.39048198455323774,0.2662308645667508
0.24199761095223948,0.20538229484025536,,0.14067665458424017,0.8925874730339274,0.10741252759180497,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,4,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693438900168985,0.9479977255687118,0.05200227358727716,0.5037146736285649,0.7055161007447168,0.20412068022415042,9.99999993922529e-09,0.23351040587294847,-0.03373473242390901,9.99999993922529e-09,9.99999993922529e-09,-0.015284139108300288,1.2279693960445002,0.39360949164256454,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.10269371345930267,9.99999993922529e-09,0.20538743486395106,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.05312587195294327,extension,0.6745436457567848,0.10269371345930267,0.24358469882281497,,0.28788525643089563,0.20657014055649303,0.394892852831011,0.25293283647624776
0.2419976103992667,0.20538229484025536,,0.13180162552453112,0.8978774873539805,0.10212251267512329,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,5,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693620822392404,0.9270965906325728,0.07290340997860767,0.5005712462589145,0.6239386387169361,0.26066586846718565,9.99999993922529e-09,0.23102014360483736,-0.04337971983477473,9.99999993922529e-09,9.99999993922529e-09,-0.01590204389484562,1.2099055900471285,0.3745205018785782,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.15276521729538217,9.99999993922529e-09,0.30553044797852635,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.05648698960067122,extension,0.7036367548280396,0.15276521729538217,0.24103156829369254,,0.28683775279765944,0.20625230585179471,0.3947507490714391,0.24271887762006372
0.24199760938063264,0.20538229484025536,,0.11708049106528051,0.8678063378902152,0.13219366532575805,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,6,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12693802581634372,0.9022685792297125,0.09773141914047301,0.4951398821431212,0.5387764761107974,0.31969578115968034,9.99999993922529e-09,0.22863841091748327,-0.05310071085114032,9.99999993922529e-09,9.99999993922529e-09,-0.014834259339380651,1.1851181319216266,0.3493226646678522,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.22337342373793945,9.99999993922529e-09,0.44674686004873365,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.06061671596762608,extension,0.7405485493945889,0.22337342373793945,0.2385412083240226,,0.28836984490253414,0.20643830907321437,0.3914657536273201,0.23224217252572998
0.2419976098171901,0.20538229484025536,,0.09349809100967832,0.8155681336065754,0.18443186749937013,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.1269398460863158,0.8611486268928275,0.13885137460601982,0.48393310862593353,0.4195729949278757,0.40232133987592533,9.99999993922529e-09,0.22623758655390702,-0.06253519235178828,9.99999993922529e-09,9.99999993922529e-09,-0.015091316908808494,1.1504223367664963,0.3141296153771691,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.2839767343539279,9.99999993922529e-09,0.5679534693481401,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.06659271588432603,extension,0.790083056606818,0.2839767343539279,0.23591624811524525,,0.28984272922627224,0.21007797806351272,0.38000774616375566,0.22063152337796055
0.24199761095223948,0.20138462973779855,,0.07958141741255531,0.7810274093644693,0.21897258897661231,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,8,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12694171152543277,0.8088019900023937,0.19119801072520204,0.4722655256045982,0.29719001476769336,0.4871507593197748,9.99999993922529e-09,0.22262085892725736,-0.07688226993195713,9.99999993922529e-09,9.99999993922529e-09,-0.014294344403932513,1.1288003273075446,0.2908494411967695,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.33560800045961514,9.99999993922529e-09,0.6712160009192303,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.07146283298789058,extension,0.8294216467766091,0.33560800045961514,0.23206616920651868,,0.2847892909117659,0.20138462973779855,0.364297812183698,0.21126802361686714
0.24199761051568203,0.20138462973779855,,0.06863240304664942,0.7661295311991125,0.23387046929565258,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,9,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12694410607218742,0.7657993136672303,0.2342006872058846,0.4624022587086074,0.2158521703677252,0.5435298572992906,9.99999993922529e-09,0.2204849395493511,-0.08545475802384317,9.99999993922529e-09,9.99999993922529e-09,-0.013921192927796255,1.1145959288114682,0.27725276435376145,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.3507395155611448,9.99999993922529e-09,0.7014790311222896,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.07457624000380747,extension,0.8532595195574686,0.3507395155611448,0.22973298453143798,,0.29136313745083386,0.21314142182498597,0.3686530358778934,0.20862036108155735
0.2419976114470046,0.1992830698804018,,0.06228654293954605,0.7731371192494407,0.22686288109980524,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,10,0.0,2.8787765502929688,9.99999993922529e-09,9.99999993922529e-09,0.12694735312834382,0.7198429071577266,0.28015709260944277,0.4526841213228181,0.14500581241736654,0.5926368113141507,9.99999993922529e-09,0.21742206963244826,-0.09784459206275642,9.99999993922529e-09,9.99999993922529e-09,-0.012907772689530361,1.1060138454195112,0.2677626473014243,4.0,0.25,0.25,1.3862943649291992,0.25,0.25,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,0.35456224775407463,9.99999993922529e-09,0.7091244955081493,9.99999993922529e-09,0.0,0.0,9.99999993922529e-09,9.99999993922529e-09,0.07649105839664117,extension,0.8700498793041334,0.35456224775407463,0.22647575169685297,,0.28342353043512747,0.1992830698804018,0.3456685667236646,0.20547610500943847
