base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_entropy,process_energy_innovation,process_energy_load_daily,process_energy_load_weekly,process_energy_thermal,process_fusion_after_future_decode,process_future_variance_innovation,process_future_variance_load_daily,process_future_variance_load_weekly,process_future_variance_thermal,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_electrical_load_process_0,sensor_group_electrical_load_process_1,sensor_group_electrical_load_process_2,sensor_group_electrical_load_process_3,sensor_group_entropy,sensor_group_mass_electrical_load,sensor_group_mass_oil_temperature,sensor_group_oil_temperature_process_0,sensor_group_oil_temperature_process_1,sensor_group_oil_temperature_process_2,sensor_group_oil_temperature_process_3,sensor_group_prior_kl,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,1.7551173468430836,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,1.0965203223749995,,,1.7551173468430836,
,,1.7254319836695988,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,1.082271107006818,,,1.7254319836695988,
0.6024520217906684,1.7749115292988127,,0.047329103473316536,0.8491809708066285,0.15081902453675866,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1,0.0,2.8787841796875,0.005644726323225768,0.08874269970692694,0.13124061794951558,0.954868839122355,0.04513116007728968,1.072127090767026,0.7436076258309186,0.1777176433824934,0.10176466428674757,0.5976968386676162,-0.007881077006459236,0.9587641311809421,0.1145532542723231,-0.020253305604910565,1.3323607873171568,0.5910522448830307,4.0,0.9689804469235241,0.1932908850722015,0.6384428385645151,0.11026622366625816,0.05800005319179036,1.0,0.18282107799313962,0.4268305825535208,0.22259599762037396,0.13292276801075786,0.09522963425843045,-0.25241611374076456,2.920633791014552,3.077027937397361,0.0,0.0,0.4787135503720492,0.27324515860527754,0.050153765914728865,0.1978875226341188,0.0,0.8571429252624512,0.1428571492433548,0.17588332993909717,0.0696113976300694,0.6561871622689068,0.09831811027834192,0.0,0.09990685718366876,extension,0.9819032065570354,0.0007923377287610833,0.6191393812187016,,0.9191067609837447,1.7822316094050332,1.7225686485568683,0.5437231389805675
0.6024520173668861,1.7749115292988127,,0.19527388870483264,0.9418946914374828,0.05810530416783877,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2,0.0,2.8787841796875,0.005740630982472794,0.08176453708438203,0.14195851981639862,0.8478895705193281,0.15211042761802673,1.0557603328488767,0.3949281283421442,0.4194038601126522,0.10968986025545746,0.5631775420624763,-0.06427991157397628,0.9306039083749056,0.11197841662215069,-0.032612166316539515,1.3873395035043359,0.6956956721842289,4.0,0.9620332894846797,0.17684301047120243,0.6468734946101904,0.11464843695284799,0.06163505316362716,1.0,0.17455647664610296,0.39617247181013227,0.23350728442892432,0.13286269060336053,0.10149338160408661,-0.2548742181388661,2.3244516979902983,2.470050260424614,0.0,0.0,0.46741936821490526,0.2887635580264032,0.05055757757509127,0.19325949635822326,0.0,0.8571429252624512,0.1428571492433548,0.17206828901544213,0.06991307879798114,0.6637499509379268,0.09426867618458346,0.0,0.08488932572072372,extension,0.866300533991307,0.007782296890582074,0.5842927473131567,,0.9448640651803799,1.8571157586637628,1.746861293911934,0.5004217803943902
0.6024520194623619,1.7749115292988127,,0.2224283743998967,0.9592549838125706,0.04074501652212348,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,3,0.0,2.8787841796875,0.006520247537991963,0.08714782766764984,0.15543672523926944,0.7465892238542438,0.2534107770770788,1.0305270426906645,0.18737000215332955,0.5632721921429038,0.12001059821341187,0.5235187786165625,-0.1291579189710319,0.9028481198474765,0.10885771311586723,-0.033148188438644866,1.34408475831151,0.6931979642249644,4.0,0.962704302277416,0.16387113032396883,0.6485604695044458,0.12339720100862905,0.06417119919206016,1.0,0.16508502245415002,0.3551975938025862,0.25599214737303555,0.13308624096680433,0.11568080692086369,-0.22789140592794865,1.7988448413088918,1.8849790738895535,0.0,0.0,0.4452893561683595,0.3159368091728538,0.05149572063237429,0.18727811449207366,0.0,0.8571429252624512,0.1428571492433548,0.1674562175758183,0.07012033043429255,0.6699175606481731,0.09250589570729062,0.0,0.08199958910699934,extension,0.8463969924487174,0.026076366273628082,0.5441293164622039,,0.9493923853314112,1.888346687195793,1.776679592827956,0.47076959046535194
0.6024520157370716,1.7749115292988127,,0.21771054941928014,0.9634342067874968,0.0365657917864155,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,4,0.0,2.8787841796875,0.007842560029530432,0.09914053993998095,0.17077606183011085,0.6692124400287867,0.33078755834139884,1.0094169862568378,0.08948770965798758,0.6311190281994641,0.12864926393376663,0.4932790205348283,-0.17917622299864888,0.8845281242392957,0.10639227856881917,-0.03447208168290672,1.313964526169002,0.669576189480722,4.0,0.962513021659106,0.15664146258495748,0.6491935453377664,0.12932766281301156,0.0648373332223855,1.0,0.1577306038234383,0.3284085285849869,0.2726599278394133,0.13225141784641892,0.13757455139420927,-0.1841533855185844,1.5399344563484192,1.533695482648909,0.0,0.0,0.4293958251364529,0.336438846308738,0.052282915537944064,0.18188241077587008,0.0,0.8571429252624512,0.1428571492433548,0.16715265961829573,0.07118012837599963,0.6684682639315724,0.09319894522195682,0.0,0.08055441826581955,extension,0.8356352313421667,0.0528178017702885,0.5134673600550741,,0.966427756617309,1.931470235188802,1.7983612716197968,0.45186564745381474
0.6024520157370716,1.7749115292988127,,0.20050522696692497,0.9527330338023603,0.0472669645678252,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,5,0.0,2.8787841796875,0.00957675604877295,0.115871325309854,0.18752063321880996,0.5976388361304998,0.40236116712912917,0.9834796339273453,0.03288114695169497,0.670355707872659,0.13626671279780567,0.4656778136268258,-0.22263812366873026,0.8704754523932934,0.1042100308695808,-0.030909644135022063,1.2771085081622005,0.6327890935353935,4.0,0.9639824689365923,0.15280090435408056,0.6482643587514758,0.13364767254097387,0.06528705829987302,1.0,0.15197093144524843,0.30819890508428216,0.28554519452154636,0.13125865894835442,0.1585500886430964,-0.13396191643550992,1.4006312265992165,1.2969688680022955,0.0,0.0,0.4166287132538855,0.3532665034290403,0.05262782610952854,0.17747695627622306,0.0,0.8571429252624512,0.1428571492433548,0.16718450945336372,0.07132634514709935,0.6674753837287426,0.09401376155437902,0.0,0.08002068108180538,extension,0.8304825234226882,0.07907418947434053,0.48534740577451885,,0.9613390574379573,1.913672890234246,1.8078420038024585,0.4322838627267629
0.6024520157370716,1.7749115292988127,,0.17573306389385834,0.934944239910692,0.06505576250492595,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,6,0.0,2.8787841796875,0.010189192711550277,0.1206941424170509,0.2020695434184745,0.5226418820675462,0.4773581170011312,0.9580906047485769,0.007828579635315691,0.6877208244986832,0.14227229973766953,0.4414079205598682,-0.26253256713971496,0.8621373949572444,0.10290164855541661,-0.029757334804344282,1.2334850691258907,0.5885843860451132,4.0,0.9651107233949006,0.1500034821801819,0.6469239238649607,0.1374665816547349,0.06560601326054893,1.0,0.1487230974016711,0.2916710132267326,0.2974472180940211,0.13077709067147225,0.17904355481732637,-0.11858125770231709,1.3150695720687509,1.1487948382273316,0.0,0.0,0.4040511802304536,0.3673086413182318,0.05341127375140786,0.17522891238331795,0.0,0.8571429252624512,0.1428571492433548,0.17070727969985455,0.07245034346124157,0.662207247223705,0.09463512629736215,0.0,0.08129631669726223,extension,0.8405151744373143,0.10581243998603895,0.460569730727002,,0.9629240984639162,1.910956165777943,1.8443025425076485,0.4128513240721077
0.6024520192295313,1.7749115292988127,,0.15558338625123724,0.9054896477609873,0.0945103537524119,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7,0.0,2.8787841796875,0.01045483598136343,0.12200146151008084,0.2144523453898728,0.46284930617548525,0.5371506924275309,0.9332680716179311,0.011474069671749021,0.6851939633488655,0.1479487915057689,0.42204246879555285,-0.2937837755307555,0.8553062700666487,0.1016325048985891,-0.029143462947104126,1.195279740728438,0.549655468435958,4.0,0.9657941092737019,0.1479180963942781,0.6459527835249901,0.14018809469416738,0.06594102483359165,1.0,0.146014581550844,0.2779198808129877,0.307768419617787,0.13006346381735057,0.19674570427741855,-0.11107933826860972,1.2476360518485308,1.0322677087970078,0.0,0.0,0.3929086960852146,0.37966233282350004,0.05392681321245618,0.17350216291379184,0.0,0.8571429252624512,0.1428571492433548,0.1740364939905703,0.07325531344395131,0.658199954777956,0.0945082328398712,0.0,0.08298050082521513,extension,0.8528565210290253,0.12970197811955586,0.4407078286167234,,0.9753570536457041,1.960101146798916,1.8606554667154949,0.39407208655029535
0.6024520178325474,1.7749115292988127,,0.13756463292520493,0.8985260357148945,0.1014739666134119,1.3862943649291992,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,8,0.0,2.8787841796875,0.010590158446575515,0.12321210867958143,0.22100333543494344,0.40966514707542956,0.5903348587453365,0.911065542139113,0.030421932897297665,0.6720603052526712,0.15364646667148918,0.4055963030550629,-0.321315161883831,0.8490379522554576,0.10049279726808891,-0.02929381017770538,1.1623490410856903,0.5173876227345318,4.0,0.9702808866277337,0.14780463592614979,0.6424062340520322,0.14300469460431486,0.0667844346316997,1.0,0.14439572289120406,0.26400269055739045,0.31726579600945115,0.12979459261987358,0.20559958938974887,-0.10676677606534213,1.173620686866343,0.9340376337058842,0.0,0.0,0.38142775162123144,0.39158378005959094,0.054431756667327136,0.1725567140383646,0.0,0.8571429252624512,0.1428571492433548,0.1759828928625211,0.07355099596315995,0.6557467025704682,0.09471941139781848,0.0,0.08450756693491712,extension,0.8638081774115562,0.14075022796168923,0.42381761176511645,,0.9672647284452247,1.9374278335974962,1.8854021206498146,0.3798229859676212
