source_table,dataset,horizon,mae,mse,seed,variant,mae_mean,mae_sd,mse_mean,mse_sd,seeds,batch_size,channels,dense_covariance_reference_mb,implementation_dense_channel_covariance,input_length,latency_ms,latency_sd_ms,parameters,peak_gpu_memory_mb,checkpoint,corruption,irregular_time_claim,missing_rate,model,num_windows,rmse,correlation,nrmse,predicted_process,setting,true_process,family,inducing_chamfer_error_samples,inducing_times,learned_length_samples,learned_period_samples,length_relative_error,name,oracle_inducing_times,period_relative_error,component_correlation,component_nrmse,identity_accuracy,inducing_chamfer_error,component_correlation_mean,component_correlation_sd,component_nrmse_mean,identity_accuracy_mean,inducing_chamfer_error_mean,mean,metric,sd_across_seeds,tasks,bootstrap_repetitions,dataset_seed_cluster_bootstrap_lower_95,dataset_seed_cluster_bootstrap_upper_95,latentflow_mean,losses,paired_task_wilcoxon_one_sided_p,paired_task_wilcoxon_statistic,relative_improvement_percent,ties,timepro_mean,wins,best_epoch,best_validation_mse,control_scope,inference_ms_batch,latentflow_gain_over_separator_control_percent,latentflow_mse,separator_gain_over_vpnet_percent,training_ms_optimizer_step,vpnet_mse,forecast_step,matern_approximate_variance,matern_leave_out_effect,ou_approximate_variance,ou_leave_out_effect,periodic_approximate_variance,periodic_leave_out_effect,prediction,predictive_variance,target
summary/central_ablation_summary.csv,ETTm2,,,,,x_to_z,0.4051253803872915,0.0025699749007592615,0.4130000842469087,0.0038605610499025562,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,ETTm2,,,,,early_fusion,0.4136552627444203,0.007939952689750625,0.4254921017338117,0.014292632181113304,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,ETTm2,,,,,process_preserving,0.4062710181059911,0.0021578620070576353,0.41549892845804504,0.004778377104930418,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,ETTm2,,,,,full,0.40648460974473616,0.0022252136225643943,0.41590570552119566,0.004799115743014372,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Weather,,,,,x_to_z,0.34935297953153105,0.0008284501689106272,0.35153095084605795,0.0007670952471060423,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Weather,,,,,early_fusion,0.34928979854432374,0.0005683758264267417,0.35158923635186234,0.0006316765116542265,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Weather,,,,,process_preserving,0.3492563208471572,0.0016963730835845134,0.3512854957618689,0.0016308358683991336,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Weather,,,,,full,0.349895023538948,0.0019821530509778335,0.3522821587207349,0.002007226018082828,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Traffic,,,,,x_to_z,0.31350044199990873,0.003047426517514217,0.4886684442162615,0.004440180877460203,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Traffic,,,,,early_fusion,0.3164470481730859,0.002205726533813878,0.4938091243684701,0.0037376125700321647,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
