base_mse,best_validation_mse,best_validation_nll,between_component_variance,continuation_field_weight,continuation_linear_weight,continuation_process_entropy,continuation_process_information_bits,continuation_process_weight_0,continuation_process_weight_1,continuation_process_weight_2,continuation_process_weight_3,cross_effective_ratio,cross_effective_ratio_max,cross_exact_spectral_norm,cross_gate,cross_spectral_norm,epoch,fenchel_primal,inducing_minimum_gap,latent_reconstruction_mse,latent_reconstruction_ratio,latent_variance_gain,mixture_base_weight,mixture_latent_weight,mixture_nll,mixture_routing_information_bits,mixture_weight_entropy,observation_noise_std,point_mse,point_regret,posterior_future_variance,posterior_past_variance,predictive_mean,predictive_second_moment,predictive_variance,process_axis_size_at_field_exit,process_energy_entropy,process_energy_innovation,process_energy_load_daily,process_energy_load_weekly,process_energy_thermal,process_fusion_after_future_decode,process_future_variance_innovation,process_future_variance_load_daily,process_future_variance_load_weekly,process_future_variance_thermal,process_signal_reconstruction_ratio,representation_gaussian_nll,representation_objective,representation_trace_correction,sample_dual_norm,selected_reference_only,sensor_group_electrical_load_process_0,sensor_group_electrical_load_process_1,sensor_group_electrical_load_process_2,sensor_group_electrical_load_process_3,sensor_group_entropy,sensor_group_mass_electrical_load,sensor_group_mass_oil_temperature,sensor_group_oil_temperature_process_0,sensor_group_oil_temperature_process_1,sensor_group_oil_temperature_process_2,sensor_group_oil_temperature_process_3,sensor_group_prior_kl,soft_miscoverage_90,stage,standardized_error_second_moment,structural_reconstruction_ratio,total,train_nll,validation_mae,validation_mse,validation_nll,within_component_variance
,,0.7652329361687104,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.8629640270955861,,,0.7652329361687104,
,,0.7407004783550898,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference,,,,0.814844913315028,,,0.7407004783550898,
0.607823338941671,0.3343352408636184,,0.002989338401448549,0.7545216856524348,0.2454783155117184,1.3853180687874556,0.0014084975830428448,0.23807518684770912,0.25902080722153187,0.2454863004386425,0.2574177017668262,0.0005686477826287728,0.0015567487405832026,0.2821313498716336,0.017994832538533956,0.28557600802554095,1,0.0,5.497566483914852,0.020190309231111314,0.18946064834017307,0.13006483647041023,0.9825503802858293,0.01744961469375994,0.7792301981244236,0.8731775679625571,0.08790660538943484,0.1040246196789667,0.6073880452895537,-0.0007143053226172924,0.8801158852875233,0.11557706882013008,0.017479898771853186,1.1625876002945006,0.2640774520114064,4.0,0.9415254364721477,0.22922856581863016,0.6117292256094515,0.1346865480300039,0.024355660323635675,1.0,0.16794707742519677,0.410660331370309,0.20852680690586567,0.12286198686342686,0.2083807571325451,0.05092349632195692,1.5651295771822333,1.2995707541704178,0.0,0.0,0.4884620869997889,0.2758733017835766,0.049699723633239046,0.18596488574985415,0.0,0.8571429252624512,0.1428571492433548,0.17271584435366094,0.06975454412167892,0.6647557951509953,0.0927738138125278,0.0,0.11682491487590596,extension,2.061035410501063,0.006254569202965854,0.6245377775048837,,0.40269996451322365,0.3343352408636184,0.7255791835486889,0.2610881138825789
0.6078233433654532,0.3343352408636184,,0.15788629402959486,0.8156692036427557,0.18433080113027245,1.3756087198853493,0.015416126894706395,0.21270139049738646,0.26893927436321974,0.29719934915192425,0.2211599845904857,0.0032560935851506656,0.006860012399556581,0.9948602402582765,0.018261435499880463,1.0016744998283684,2,0.0,5.356667414307594,0.01700404434814118,0.17400914523750544,0.13456429564394057,0.9673919253982604,0.0326080732193077,0.7401792539749295,0.7932464564219117,0.14331063069403172,0.10967273596907035,0.599639062769711,-0.009011407382786274,0.8611762174405158,0.11165575310587883,0.01903235133841008,1.3474484654143453,0.4497636880259961,4.0,0.9185277968645096,0.1992447063094005,0.6356461443938315,0.14063245989382267,0.024476694488839712,1.0,0.15025950293056667,0.40303725004196167,0.21550313604529947,0.12267504533519968,0.20989039493724704,-0.144575447607167,1.1476422930136323,1.068674230016768,0.0,0.0,0.49160722619853914,0.286947620799765,0.049208327633095905,0.1722368331393227,0.0,0.8571429252624512,0.1428571492433548,0.17318094905931503,0.07134972634958103,0.6704528452828526,0.08501648291712627,0.0,0.08668999469955452,extension,1.501380383502692,0.013653117355715949,0.6155902934260666,,0.4055438142604929,0.33971086683727447,0.7298888259877762,0.2918773925630376
0.6078233444131911,0.3343352408636184,,0.3956282759318128,0.8347959942184389,0.1652040067128837,1.3811183664947748,0.0074673871877166675,0.23221393662970513,0.26587026636116207,0.280495674116537,0.2214201238239184,0.005061274805484572,0.008523727032297757,1.0000073038972914,0.018736781858024187,1.0252933595329523,3,0.0,5.292211174964905,0.016987800983770285,0.17157945211511105,0.13653307664208114,0.9621401247568429,0.03785987469018437,0.7120639637578279,0.7677399786189198,0.16099037614185363,0.10991499078227207,0.591755639994517,-0.016109315678477287,0.8605446144938469,0.11223931837594137,0.028687943512977654,1.7036262108013034,0.8036796511150897,4.0,0.9260297678411007,0.20287023833952844,0.6285398192703724,0.14470134221483022,0.023888599200290628,1.0,0.15226807247381657,0.3952489502262324,0.2218351687770337,0.12171461805701256,0.2078611149918288,-0.14616546466277214,1.1428908687084913,1.0672062011435628,0.0,0.0,0.48270320682786405,0.2932933457195759,0.04900475763133727,0.17499868397135288,0.0,0.8571429252624512,0.1428571492433548,0.17641325818840414,0.07310957997106016,0.6669683721847832,0.08350879105273634,0.0,0.06000387971289456,extension,0.9831980161834508,0.013989024104375858,0.6071398123167455,,0.4083353733890271,0.34534093917362274,0.7260875056187311,0.408051373437047
0.6078233435982838,0.3343352408636184,,0.546905605122447,0.8437438537366688,0.15625614521559328,1.3833682015538216,0.004221561332087731,0.2573829011525959,0.244196095620282,0.2694975786143914,0.2289234206546098,0.00575035844303784,0.00929060792987002,1.0000054240226746,0.01933273691975046,1.0466376496478915,4,0.0,5.259785816073418,0.01708700249582762,0.1680789345409721,0.1374257361749187,0.9567445442080498,0.043255449272692204,0.695047436049208,0.7432385655120015,0.17797345737926662,0.10918914107605815,0.5816726178163663,-0.027530052233487368,0.8626859211362898,0.11203885148279369,0.025023627270570614,1.9800628861412406,1.0790459904819727,4.0,0.9338626274839044,0.20279318350367248,0.6215078607201576,0.1528819579980336,0.02281699312152341,1.0,0.15213691350072622,0.3903448558412492,0.2313863937743008,0.11912873305846006,0.2052266038954258,-0.13054971114252112,1.1795698823407292,1.0813879296183586,0.0,0.0,0.47500595240853727,0.302329781698063,0.04767417488619685,0.1749900943832472,0.0,0.8571429252624512,0.1428571492433548,0.17911026731599122,0.07301066379295662,0.6649096002802253,0.08296947460621595,0.0,0.04619906967127463,extension,0.7333874037722126,0.023505058663431555,0.5967531345086172,,0.40445162757994635,0.33803192824913714,0.7221736994882425,0.5321403914131224
0.6078233381267637,0.3343352408636184,,0.7148528090910986,0.8541597193107009,0.1458402790594846,1.3797031454741955,0.009509119542144617,0.277879626955837,0.22542201401665807,0.22775415843352675,0.26894420222379267,0.006330399904982187,0.010900938315899111,1.00000731786713,0.019859119463944808,1.1483800802379847,5,0.0,5.2171450555324554,0.01879758571885759,0.17620811355300248,0.1382427205098793,0.9476792332716286,0.05232076579704881,0.6823813864029944,0.7041526301763952,0.20506576425395906,0.10746665549231693,0.5616351932985708,-0.053762835916131735,0.8662650184705853,0.11164468736387789,0.022359093845466305,2.260814493522048,1.3616280085407197,4.0,0.9451763709075749,0.20516305998899043,0.6116925273090601,0.16118703910615295,0.021957373937766533,1.0,0.15189748362172395,0.3865870190784335,0.24015101429540664,0.11770441144471988,0.20266791572794318,-0.0352686477235693,1.3154990458860993,1.1171223791316152,0.0,0.0,0.46835995465517044,0.3101255821529776,0.04683046182617545,0.17468399298377335,0.0,0.8571429252624512,0.1428571492433548,0.18034062744118273,0.07263045466970652,0.6644746093079448,0.08255430869758129,0.0,0.036034069358720444,extension,0.5681959926150739,0.030977394184446894,0.576598321669735,,0.4112895032085439,0.352200073413748,0.7176667333890995,0.6467752140015364
0.6078233399894089,0.3343352408636184,,1.0547559985425323,0.8546814997680485,0.14531849819468334,1.3333797408267856,0.07633966467983555,0.31398624484427273,0.16875435900874436,0.17661511478945613,0.340644279262051,0.006419525816454552,0.011135833359730896,1.0000067530199885,0.02005559926328715,1.2546183466911316,6,0.0,5.14311533421278,0.019527297554304823,0.17615756252780557,0.13909282081294805,0.9388545169495046,0.06114548127516173,0.6741105506662279,0.6684999605640769,0.2297783144749701,0.10712255904218182,0.5354178436100483,-0.08502552984282374,0.8683556630276144,0.1111408366705291,0.02577206631849549,2.6636065980419517,1.7740363054908812,4.0,0.9448470021598041,0.20195766573306173,0.6119131091982126,0.16481725120684132,0.021311971177055966,1.0,0.15055278688669205,0.38538365717977285,0.24560596770606935,0.1165057152393274,0.2022402040893212,0.007931049104627164,1.3649849006906152,1.1197729548439384,0.0,0.0,0.466118473559618,0.3142638080753386,0.046392280113650486,0.17322543915361166,0.0,0.8571429252624512,0.1428571492433548,0.1809050152078271,0.07378211920149624,0.6623392887413502,0.08297357516130432,0.0,0.029879260597226676,extension,0.47551730612758547,0.03504069424525369,0.5502650401322171,,0.41545232389339065,0.34939352065797835,0.7146108554055294,0.719280295073986
0.6078233380103484,0.3343352408636184,,1.2973874830640852,0.8706864858977497,0.12931350962026045,1.2925370745360851,0.13526317640207708,0.3429842791520059,0.13854926778003573,0.14994645933620632,0.36851999373175204,0.006112086215580348,0.010717783639847767,1.0000061909668148,0.020057636051205918,1.2544151041656733,7,0.0,5.060635425150394,0.019448462458967697,0.1744567072018981,0.14001712505705655,0.9293918069452047,0.07060819334583357,0.6702743107452989,0.6323781106621027,0.2548160725273192,0.10675573209300637,0.509253368829377,-0.12214041221886873,0.8707191622816026,0.11062516231322661,0.018930226050770216,2.978973018936813,2.101378554943949,4.0,0.9414374139159918,0.19525256229098886,0.614718487020582,0.16914993897080421,0.020879009112832136,1.0,0.14784397138282657,0.38356341584585607,0.25347840832546353,0.11532818106934428,0.20131866657175124,0.011290212165135927,1.356303888373077,1.1151564475148916,0.0,0.0,0.46231920178979635,0.3208999449852854,0.045804000430507585,0.17097685439512134,0.0,0.8571429252624512,0.1428571492433548,0.18282653472851962,0.07384559174533933,0.660811057779938,0.08251681656111032,0.0,0.025170280488964636,extension,0.4010446158936247,0.02853856577712577,0.524015154922381,,0.4034594803260117,0.33572190602620444,0.7064257363478342,0.8039910648949444
0.6078233410371467,0.3343352408636184,,1.330854362458922,0.8726475331932306,0.1273524649150204,1.2826250726357102,0.14956317166797817,0.3536384392064065,0.1414053593762219,0.13612606440437958,0.36883013928309083,0.005848544646141818,0.010492915520444512,1.0000066156499088,0.019955914074671455,1.1361396182328463,8,0.0,5.05728805065155,0.018887588688812684,0.16775073448661715,0.14100047992542386,0.9248557947576046,0.07514420882216655,0.6612950314301997,0.6160958148539066,0.26610209816135466,0.10685928585007787,0.49452805519104004,-0.1462352555245161,0.8713065320625901,0.11062626674538478,0.02433620390274882,2.953770847991109,2.079629826825112,4.0,0.9374125483445823,0.19431198155507445,0.6177356913685799,0.16710888245142996,0.020843441339820856,1.0,0.14763031480833888,0.38194414135068655,0.2553868107497692,0.11574497033143416,0.20052923215553164,-0.010166043914978218,1.32956796977669,1.1109322076663375,0.0,0.0,0.4607732752338052,0.32244318327866495,0.04596203746041283,0.17082150583155453,0.0,0.8571429252624512,0.1428571492433548,0.18254760198760778,0.07373328518588096,0.6613287967629731,0.08239031600533053,0.0,0.025603368116208003,extension,0.41965968697331846,0.02827256906311959,0.5090835236478597,,0.40600331624348956,0.3388811744710125,0.7092753027876219,0.7487754500471056
